Symbol	GSM452235	GSM452236	GSM452237	GSM452238	GSM452239	GSM452240	GSM452241	GSM452242	GSM452243	GSM452246	GSM452247	GSM452248	GSM452250	GSM452251	GSM452252	GSM452253	GSM452254	GSM452255	GSM452256	GSM452257	GSM452258	GSM452259	GSM452260
SDHAF4	72.7675	66.8588	57.905	50.9205	93.6784	77.9573	38.2001	85.1765	63.0809	41.0806	61.5788	72.316	80.5996	35.5415	44.9974	58.1144	66.4202	52.917	71.3606	40.5606	96.4566	74.0587	94.4885
GLYCTK	97.8146	112.041	48.9383	79.5521	139.168	48.0288	83.6849	87.0897	91.2211	92.1536	85.7321	65.7833	85.4846	93.3952	104.451	100.516	90.3672	74.7633	101.935	125.025	92.2539	59.0493	120.609
HEXIM2	99.6051	93.9956	28.1641	56.3033	92.7281	86.7209	101.516	58.7625	90.266	100.332	68.9188	112.44	55.707	45.7128	98.6798	57.0571	85.4095	18.8297	71.1272	61.2784	81.5495	100.065	118.616
JAKMIP1	84.7994	137.058	237.745	71.2201	300.413	102.39	98.7763	233.203	75.4299	53.3617	80.5602	58.7392	99.6164	127.186	144.991	90.9103	55.0593	106.908	108.329	115.19	157.425	92.5531	49.4798
ZNF296	2.94598	23.07	2.73428	14.4663	5.3036	6.17028	4.84466	16.9414	2.91791	15.0816	5.3265	6.76795	3.96136	2.12765	6.93721	5.42866	32.4786	16.2691	63.0753	11.5245	13.6254	5.83348	50.1803
SLC37A2	56.5365	93.5246	47.5869	121.797	14.2317	68.5821	38.4773	40.5598	10.8326	38.488	37.0586	67.889	47.034	53.756	36.7678	41.7725	42.5018	42.9216	75.4497	27.497	12.1517	55.0587	66.6432
VSIG10L	34.0346	39.3959	51.5725	104.946	7.99522	37.3163	22.136	24.7199	24.1075	26.6996	3.48935	42.6793	25.9961	4.57125	17.2752	23.6691	19.0336	13.6922	18.6603	13.8429	3.79114	31.7341	28.4826
ZNF865	17.7255	102.733	61.3895	82.9779	76.2095	105.393	9.48373	38.6529	29.3244	55.2896	58.1542	45.1544	55.5767	59.9545	75.9747	50.4238	89.9707	66.5208	215.793	89.4485	41.6558	64.9355	95.2326
ZNF524	53.1262	101.675	58.1533	79.8937	103.16	109.84	64.803	56.3273	38.8726	35.7012	51.3156	73.5588	45.7538	45.7205	51.7136	45.531	27.8998	57.896	148.136	87.8178	64.1594	76.0053	134.658
SPTSSB	29.1921	33.01	21.3202	24.5185	34.7906	11.3022	20.7938	34.7875	65.1456	46.7771	18.0056	5.35916	25.3461	18.994	14.8327	46.928	54.7048	25.2518	92.635	23.099	15.0433	10.5744	76.7928
COL24A1	20.8954	19.2178	10.9553	47.0807	18.6654	60.0475	40.3478	20.2003	59.1879	43.7371	14.5097	51.7827	22.1542	3.57233	23.5695	8.42764	1.64998	21.4302	33.828	4.13845	46.5344	20.3226	17.908
IPMK	183.998	121.465	145.834	164.105	83.1032	79.9457	127.988	142.075	133.137	54.6114	106.105	114.976	83.1876	67.0334	188.429	171.97	72.6403	132.833	194.17	87.7233	34.7133	164.079	142.632
PTGES3L	2.86579	1.54866	2.24631	8.65211	7.57407	9.49006	21.398	1.82796	7.26137	1.73569	10.8385	19.6222	5.18025	9.37691	22.9212	12.7312	20.6597	1.99078	13.491	9.55717	24.6563	12.0404	17.1615
RASSF10	11.0226	16.9255	0.389088	9.66427	15.1568	0.952093	13.2796	14.9066	2.35368	8.11	15.6268	6.85899	14.5584	15.2227	15.44	7.05745	10.9518	16.4598	18.4014	9.74103	29.6248	11.6742	6.32616
RBM20	13.1298	6.65982	24.2629	19.2805	9.21991	30.6934	1.21594	14.5371	15.9341	15.6305	10.785	11.878	10.8247	23.4712	11.4608	2.77582	20.8446	11.8435	20.3212	21.1652	15.7988	4.30928	1.14351
ZNF100	69.5582	65.7957	91.4843	59.3748	68.4305	59.9453	47.9412	43.5435	54.662	88.4458	46.5387	49.2525	48.0794	66.552	68.4815	52.6854	59.8836	61.8396	111.118	25.1838	60.9264	55.5361	76.5827
LRRTM1	3.54811	27.2674	10.9566	19.3864	12.1369	35.9432	3.55749	28.4679	18.4768	26.8667	5.27688	5.28125	14.4633	9.666	5.84169	4.79083	6.54988	5.33507	30.7831	23.9944	4.35413	13.7789	3.65148
OTX1	15.6844	3.31903	13.6611	31.5246	18.0569	19.8366	25.2419	4.52836	23.7078	15.8833	23.3649	17.5524	27.5967	44.8827	15.7893	14.16	32.4021	13.1875	40.3661	19.6047	25.9616	4.98555	23.6341
PABPC4L	7.47158	9.04799	1.02028	14.0877	0.92889	12.9281	2.52264	7.8339	10.384	3.97143	7.18875	9.3829	6.41794	16.9692	11.8715	1.48384	1.40138	14.2942	1.87458	12.0212	26.5424	19.4148	2.21745
ZNF780A	23.1855	17.556	15.5382	3.49323	25.8534	1.33008	3.03044	19.2709	22.4954	46.0754	19.4532	23.2993	16.0795	0.857227	5.122	14.1346	5.5316	15.387	1.5221	5.69762	7.11053	10.9015	2.46695
ZNF420	104.189	70.7411	40.4638	40.0024	32.4923	35.0438	35.7685	54.4418	50.3269	60.8209	50.7177	65.4201	35.3297	40.6868	38.6669	120.56	36.2307	86.6661	131.575	38.438	53.6168	46.0703	20.5312
FIBCD1	6.76114	17.4182	11.6458	7.43398	13.8511	30.762	6.92981	13.5857	12.6838	4.1418	16.0955	17.3355	8.27812	15.2923	18.8592	12.1151	8.49367	12.0435	91.7109	22.799	31.5739	24.7441	17.8189
RFTN2	6.54636	11.6926	67.1661	82.6402	64.1897	33.3423	39.6801	65.9322	53.2585	17.3345	30.6856	41.6303	10.4555	41.6606	36.1649	47.4485	48.1002	64.135	64.3484	35.135	32.0557	6.36385	55.3783
TRIM61	48.0939	41.4966	84.9627	19.0311	47.4713	31.8599	33.1782	73.6189	58.4562	61.7915	51.4479	42.3273	51.0884	43.5719	46.9865	49.2845	57.181	51.8769	95.9347	19.6864	17.2422	27.0927	62.0948
ZNF404	26.2505	39.9358	5.30687	15.6606	17.0235	3.22448	19.5797	13.0563	19.1662	30.3814	8.27545	27.7361	18.6062	9.57858	14.1939	27.4434	5.20757	30.9915	20.011	9.01618	13.9557	18.3806	57.1552
LMOD2	0.957236	22.3113	0.893221	1.15933	2.58845	6.6252	1.4846	1.91184	0.867855	3.63262	1.19803	1.05763	1.85467	3.9634	13.3157	0.99655	2.88173	7.60719	2.36058	2.3786	2.86006	2.65653	1.39533
ZNF786	52.578	37.2693	29.3337	28.6604	16.8195	17.8828	29.3335	34.3834	3.87815	27.605	34.257	27.3867	11.9067	34.3514	43.6712	29.3254	38.7319	20.4695	48.2468	30.9075	3.62941	44.0142	47.4035
ANKS4B	20.1061	5.6301	7.19677	19.9788	2.44649	6.52095	16.363	2.245	8.32296	3.9777	9.0625	1.6244	12.5337	17.3199	22.2148	12.591	18.6199	14.7105	22.1224	24.4156	2.73444	24.4294	13.6603
HOGA1	5.42622	20.734	13.9565	32.9608	27.6679	1.94285	13.3076	34.0149	18.9689	23.1837	22.8227	7.02274	16.3777	16.2573	19.8847	5.17336	25.4875	22.4477	37.974	9.22181	23.2767	26.479	25.653
KCNRG	31.082	34.0376	83.8097	27.218	12.2198	22.2621	35.1078	50.3763	45.4191	46.1942	49.1219	25.0935	29.2358	69.0047	59.351	18.5989	27.8794	40.8653	46.2237	25.6274	89.4003	39.6196	39.011
CPNE9	46.5603	27.495	25.7287	30.679	48.5346	46.5188	42.0237	47.3815	17.5644	45.3694	39.3869	21.7521	29.4844	2.35037	31.5055	30.6493	48.6018	25.4558	92.3388	40.324	38.7379	37.9299	22.2279
SNTN	3.24621	2.23343	3.31491	8.96362	10.3118	6.73062	0.944917	4.75443	2.66025	1.18489	4.18685	5.88774	0.9965	1.85836	10.0772	7.53301	2.38214	2.23943	1.05239	17.2933	2.92464	2.03216	1.34657
RDM1	39.0424	17.6788	13.1527	1.77642	76.8573	8.96976	23.3989	87.5227	50.7923	17.6819	31.9359	5.87332	22.984	49.4387	41.9166	11.4641	17.5785	29.3911	46.114	43.5156	81.5664	32.4926	24.2333
CR1L	6.11204	24.2453	4.22024	5.3034	2.2841	2.32054	1.43492	0.499474	18.8215	3.7429	1.91225	1.49225	4.24709	15.5367	3.80289	1.18513	2.46109	11.3807	2.99593	3.72146	1.39409	2.25128	9.58657
TEKT1	3.99326	2.13383	2.35065	4.65793	2.44716	4.45821	1.33973	2.13042	2.44355	2.59591	3.50081	6.00492	3.80869	7.02946	4.5586	4.96286	7.63048	3.34352	4.21096	6.0407	3.27079	4.13983	2.42276
ADGRA1	23.1692	1.4338	8.56157	9.9385	4.0646	8.1746	18.2596	6.32121	1.18425	1.98518	18.1699	2.33543	1.24752	6.79799	2.70465	16.5206	27.2719	2.11036	6.69864	28.1661	2.70607	6.09247	10.4913
HES5	3.18211	12.3913	14.493	5.59876	10.184	6.99405	7.80648	8.15426	6.75136	9.50148	14.0367	11.1738	11.5203	11.4369	6.7381	15.1208	11.3866	4.14002	6.58603	3.05962	3.58268	4.16437	3.62758
FRMPD2	11.7004	19.2964	3.81191	18.0198	3.01123	11.1612	5.01412	11.9073	12.2985	7.66345	2.78949	2.3428	10.6957	5.02077	14.0587	14.4136	21.184	12.6374	33.3719	4.4209	3.86566	5.07916	13.2124
NRSN1	4.35596	18.8729	2.50306	5.01317	3.6401	3.73333	11.8722	2.36704	3.60882	2.51328	4.06701	1.45808	4.61986	25.6963	22.3011	3.65731	3.11715	3.96031	7.46737	4.91777	3.44286	2.11209	7.22887
DDI1	21.2736	20.0884	4.10808	21.7534	25.9293	24.2627	16.7931	25.6263	18.2528	12.8547	15.4306	14.8417	19.9681	22.7689	40.594	24.1053	23.006	13.0754	54.3102	9.1341	3.53098	28.6407	7.58634
LRRC4B	1.20638	1.99865	2.12671	2.13066	1.69737	1.99322	1.64843	19.0475	2.61853	6.60756	10.6748	1.92798	0.948255	9.60038	4.22853	1.38755	4.03259	1.12163	4.88815	1.08808	1.11662	0.912477	0.90124
DCAF12L2	8.82157	12.207	5.01745	1.30525	9.589	2.07332	3.48243	12.2751	11.4727	7.5031	1.38173	1.05005	1.0257	1.89878	0.809933	1.92321	11.6028	7.23042	17.3991	1.35045	6.21416	12.602	2.52956
GPC2	36.3018	43.1511	5.88653	8.68152	14.4581	38.7809	32.4062	47.3681	23.4795	17.0551	23.2312	18.5439	7.24634	21.6663	38.8622	49.555	75.0868	20.0835	45.9046	23.7521	4.32316	30.0288	28.3012
IGFL1	3.69395	5.3516	2.61891	11.407	1.66795	8.74277	3.66985	1.33831	3.39242	3.83823	8.13118	4.00295	2.78507	39.7467	12.0907	11.2993	3.05007	13.8605	14.2206	4.33778	7.12643	5.27036	4.56033
ZNF284	49.5089	68.5795	71.2232	22.0261	61.5903	54.4564	43.2368	41.4046	45.1115	10.0822	42.4319	45.8441	20.7809	21.5837	48.1406	39.3524	57.1675	85.3247	34.2593	9.55963	25.7049	42.7423	60.9023
ZNF708	53.5829	55.6735	114.435	46.4106	67.7463	25.3281	24.64	42.7327	64.3928	86.1859	78.9617	54.962	66.9399	86.3099	65.9506	51.8087	103.336	63.1727	78.422	49.5874	50.1924	56.066	45.5612
DCANP1	1.68574	39.0086	4.5697	25.4746	3.43249	28.308	17.2171	31.0689	5.52433	2.59963	21.8444	26.6922	16.4788	2.5284	9.96616	18.8719	19.6789	6.455	29.0996	11.3729	33.6912	18.9815	6.00641
HS3ST6	18.361	49.8815	11.4968	4.26716	10.9374	28.5593	8.57746	26.7485	7.29828	16.3263	14.424	4.89469	17.4867	10.3909	37.778	33.1704	16.7248	7.91804	4.43396	28.4664	2.74646	21.7451	2.78404
OPALIN	28.8458	23.5214	13.6806	21.8833	14.5965	50.1595	18.7652	13.8129	18.2871	32.5431	11.0776	17.4814	2.95003	25.1225	25.1561	42.5864	73.2906	14.324	43.6625	42.387	35.1537	22.1902	42.3154
EPHX4	1.66684	18.7179	22.8372	13.8599	19.8076	15.3521	6.39378	8.01303	18.1613	23.8357	16.4086	18.5517	20.7437	9.70154	16.2435	26.7267	23.8897	6.07921	26.853	25.2873	83.6754	34.3452	20.3642
TMEM213	31.9144	24.0565	13.5966	14.596	19.7921	21.9107	23.2176	19.5622	13.9894	33.2097	3.42953	13.1398	2.6982	7.15582	29.117	27.0775	18.5776	29.641	34.2493	31.4843	22.9093	14.5086	13.2199
CHST13	35.7118	80.9337	63.0376	181.076	48.0721	137.48	58.4114	94.5581	58.8362	56.6196	61.0015	168.938	91.1112	75.2134	92.4857	157.3	61.0491	90.4593	101.706	97.1399	71.4525	122.43	376.176
NCKAP5	0.93282	0.350994	0.641168	6.4483	0.149758	0.373123	0.741678	2.13941	3.11561	0.474085	0.336789	0.415567	0.175471	0.419164	0.246437	1.95923	0.625455	0.912387	1.22003	6.35863	6.20178	0.819117	1.41387
FOXO6	4.70707	26.1458	14.02	16.7768	8.37281	14.2942	9.26272	12.8326	11.5377	13.3475	22.3616	7.92215	11.0816	7.44039	3.40312	9.32494	18.3611	30.462	20.2712	6.62087	11.0334	19.9456	36.3699
SLC5A10	1.6075	18.1849	1.68089	8.6097	2.74328	4.08996	2.42513	11.0978	3.29237	18.0972	11.0465	4.27982	16.4584	2.27377	4.18745	11.4167	4.83802	1.40109	5.08551	14.7954	4.41266	3.09752	11.5048
ZGLP1	40.7856	131.066	47.971	84.7081	75.2777	97.9429	45.411	32.5061	15.4286	37.1664	49.3691	63.8578	76.1897	85.1646	59.4573	102.142	65.7703	53.4356	160.842	82.8549	72.7635	96.0554	105.14
FAM47C	13.1823	27.1945	11.0632	12.9602	7.66449	3.20124	18.2099	7.10631	3.50226	1.01124	9.77575	3.52776	3.98208	6.7896	15.6129	8.62775	4.36122	1.14611	14.5107	4.9152	6.65529	4.89921	29.4107
DYDC2	8.55674	2.97815	12.0493	3.79697	2.45214	13.6789	3.02585	1.0213	3.1278	2.85792	8.60146	15.0995	2.07995	3.08733	1.3488	2.81396	25.4804	1.95553	5.01779	1.68377	2.01324	2.50607	1.79911
DACH2	8.22283	14.3788	9.1245	11.4414	11.547	5.75319	0.479429	6.78373	8.26348	2.23136	10.9919	17.1549	7.97625	2.57001	4.5912	6.41913	26.8691	14.5613	3.42246	11.8693	11.5808	5.16222	16.0875
DZIP1L	26.5976	6.12452	18.7824	41.0067	3.98073	38.5111	32.3277	12.5195	15.2687	30.3818	22.0667	35.8397	5.31389	14.6154	20.5518	17.3982	21.0567	15.8971	50.0943	8.57073	34.7005	8.41166	22.6142
KCTD4	12.3297	6.01721	2.8995	7.0839	19.8086	1.68421	4.48745	28.8265	2.24394	4.62964	17.968	11.4385	3.03479	3.8248	3.04353	4.83428	4.18464	3.4599	27.1609	3.12493	10.5404	8.49845	11.8603
KBTBD8	247.038	159.02	289.389	204.504	274.473	252.278	233.668	301.145	294.375	179.177	407.056	209.308	216.978	313.701	301.927	233.197	135.723	218.402	96.1193	698.721	193.111	284.991	180.717
SYCE3	9.74331	11.2861	20.3442	4.35538	21.4548	26.7826	6.6119	20.2307	17.5471	28.079	9.85574	2.94029	6.48785	14.3799	3.9132	2.8953	10.1794	2.1078	9.90133	18.5708	11.4172	13.8681	20.8731
SPATS1	10.2383	31.2797	12.7977	15.9393	21.7027	19.5531	15.2608	8.76933	16.9841	15.8876	28.6689	9.09839	13.5717	24.6024	6.00231	18.4789	18.7437	21.4549	20.9058	16.178	16.6507	20.7811	36.4849
SLC10A4	1.36302	0.795412	0.674716	0.438708	0.569336	0.621075	2.45714	10.266	0.515575	0.662873	4.72347	0.433091	1.01339	0.639336	1.43629	2.06484	2.45252	2.07135	1.57111	0.651275	0.898692	1.23682	0.564061
COL28A1	2.03069	11.4322	0.237125	8.1485	9.56804	8.53963	1.67599	4.50587	1.99705	10.1796	4.42546	2.09663	6.01384	8.33021	8.00578	1.87237	13.024	0.833465	15.0238	8.11471	0.363595	0.443438	0.631633
PM20D1	26.5665	39.0762	14.8696	9.58561	44.5102	24.4162	25.7324	28.4999	24.3625	30.8991	48.8098	22.2288	37.3369	33.9528	16.0639	31.9881	39.1198	25.9866	86.6636	44.2026	40.8397	26.7075	15.5284
FSIP2	5.2514	1.81185	0.997157	0.716797	3.82743	23.958	7.63062	1.75025	7.66592	0.344917	11.6524	0.864524	1.0693	2.42016	8.34606	10.8466	1.7869	11.7475	11.9496	8.08725	2.36989	0.923542	11.8854
ITPRIPL1	54.1285	65.0989	47.3293	24.85	75.2324	51.246	68.0886	42.1356	56.1557	63.6082	55.4582	60.351	48.6646	56.4756	73.9258	75.6803	45.9816	75.1313	72.8015	55.3895	66.6817	41.4076	44.4214
PRR32	11.1654	6.41211	3.3733	5.91558	11.9816	32.8549	3.03659	4.35365	4.98431	14.9165	9.54398	15.2566	3.41129	6.41105	7.59602	10.3599	7.94714	20.3075	15.8824	14.5684	9.38353	4.95081	5.92892
FAM81B	5.58247	13.1103	2.44121	14.1773	6.65903	83.0211	10.4858	7.24326	14.9066	100.553	25.0392	34.328	4.79651	53.4726	25.8133	14.1065	33.3893	14.0571	21.5234	4.20182	24.8592	14.8758	17.3362
TIGIT	178.015	246.845	298.097	135.702	488.661	77.9297	149.813	183.164	216.523	94.1228	191.964	208.343	144.712	98.3845	153.26	114.449	164.329	261.85	104.045	136.561	270.434	147.661	406.128
PSMA8	33.6242	33.6062	73.0496	23.9924	82.0836	22.5949	47.0495	220.005	103.929	133.822	97.5101	98.4885	132.602	130.26	130.905	101.609	49.9827	87.5168	61.0698	57.8851	68.3101	90.3443	47.7391
FBN3	6.96979	13.3468	3.43621	9.50631	16.8443	18.8082	7.05158	10.059	2.62924	7.21553	4.01529	8.63108	5.29366	8.11414	6.18347	7.33147	14.1473	10.1788	9.10813	3.10362	6.45028	9.85436	11.6369
ZNF543	9.95712	15.4526	1.97279	10.1708	14.2274	13.6163	17.3713	0.623892	5.73028	18.9327	11.9189	11.6368	8.59719	25.4923	16.8759	22.1526	18.2595	14.2512	4.76445	17.2388	6.63421	12.7795	21.3246
C16orf78	16.3109	6.57916	22.8804	23.1809	5.63306	8.09953	4.14012	5.96175	6.24684	26.9942	5.75145	21.4239	18.429	6.45886	21.9015	21.7992	43.77	28.4335	12.5196	10.1653	25.3559	26.6914	17.5075
ATAD3C	3.55579	7.86247	7.96503	14.4878	4.18246	6.90818	8.90083	8.62014	7.13978	21.3114	6.89969	2.86825	19.9725	16.3071	36.4054	5.66294	11.5993	17.2916	21.3947	18.7255	8.20084	2.96821	7.60502
CSMD3	3.00302	19.3459	14.3595	6.81552	4.25135	13.826	14.5409	16.2444	4.72976	19.381	0.582393	5.35911	1.76703	16.2731	4.38862	15.6721	28.2541	17.5543	15.398	30.6048	5.6527	16.1938	9.8062
AGAP9	19.629	23.2449	21.357	18.2963	22.6176	14.299	15.4699	20.1897	33.8479	16.7742	10.9762	40.6004	19.6548	24.3636	10.9606	28.3927	11.1025	15.0728	49.4078	3.56499	21.2128	17.3275	1.8173
C10orf62	10.2965	20.0315	12.721	24.6119	18.9028	35.2577	44.645	5.71916	4.49904	26.1564	16.9516	25.67	8.34857	21.6506	22.8035	44.7929	5.69383	34.608	12.4965	5.07601	8.32298	37.0882	4.32034
ZNF566	17.6017	4.54042	9.95849	9.79856	12.7035	8.22326	29.5622	12.4725	11.4516	10.6747	1.41136	10.5332	12.6978	19.786	8.74166	22.2248	21.646	8.15615	6.63574	0.843799	1.26178	15.3256	0.856066
ARMC3	1.4245	10.6701	12.198	8.12971	3.64087	16.7983	2.52403	2.55566	2.66244	8.69778	1.66937	1.4297	2.74655	1.46767	3.55599	1.94295	2.5536	3.04019	11.8832	5.90646	0.726558	4.78241	13.5537
UFSP1	18.3136	2.31034	10.5653	11.6957	2.16087	2.01251	2.35263	1.83335	2.17177	2.80938	1.66116	3.87634	2.50634	2.37071	1.90076	3.64735	2.22658	2.01575	8.84068	11.4834	11.1801	1.89515	2.75726
ACOD1	173.948	117.9	33.9753	62.6235	13.7769	37.1865	75.156	25.0171	312.216	30.7208	18.7508	19.4354	51.8609	63.5089	43.8949	19.2676	33.9671	15.5371	74.4212	36.9036	41.577	72.8871	45.1942
DPPA2	18.355	2.20603	1.31895	13.2476	1.46867	16.825	2.84023	21.1659	2.28193	3.88907	4.63996	17.7697	1.25901	6.25276	3.25356	12.779	12.8508	3.38799	3.3727	7.30799	21.4102	26.9461	18.1622
NANOS3	5.43289	3.3437	3.4267	4.50775	4.89537	13.7708	4.94028	4.22679	3.94487	4.83448	2.98395	4.50429	1.7346	3.01177	5.30953	4.90474	12.4912	2.88839	6.40789	8.85212	9.20181	12.9568	4.00294
DMRTB1	3.2733	6.25792	3.08509	4.42607	4.93159	11.4711	5.70199	4.42977	7.61008	10.1848	8.38126	25.1782	7.53667	6.69304	6.03779	21.6067	3.60912	7.12609	28.1268	18.7671	4.88545	2.51001	5.83515
C9orf57	7.09184	0.845236	2.24388	1.52389	18.6956	6.71972	4.89227	5.19871	2.07239	1.85583	11.4956	5.05694	2.23087	2.21302	2.07765	7.69207	13.0937	14.6463	2.80099	25.3266	18.3714	11.9715	5.0973
AFMID	15.3334	32.7468	25.7342	69.2922	10.5824	28.2668	41.2561	30.7595	49.1008	37.0981	50.5945	27.1641	47.3964	52.7124	64.6298	19.6438	4.54651	31.8515	3.4042	6.22034	9.27354	28.0059	26.4036
RNF212B	29.5002	36.3479	16.2482	34.6355	15.7756	43.4569	20.3593	25.5222	20.9001	4.35455	15.4878	33.1993	16.7119	33.0938	27.364	15.9027	44.7881	6.71708	34.5263	58.563	12.1947	3.23927	15.0387
HBM	10.8049	24.1211	6.9961	2.17732	24.1574	9.31805	1.35014	22.8887	2.72766	24.3338	7.47579	1.46184	19.102	19.6783	39.7045	13.9124	14.3369	5.47959	35.8102	6.45593	2.23662	16.1239	3.11304
SPATA3	12.2518	8.89536	20.205	7.50484	14.2793	6.53402	7.2091	6.70806	23.1857	5.88186	17.6882	5.16215	24.4944	15.9435	9.35404	20.7737	7.27467	5.41237	8.06593	9.95942	5.85322	6.81141	3.94285
BPIFA3	34.6671	79.8145	54.942	101.513	52.5362	67.9006	58.0634	59.3668	53.4006	41.3526	58.8722	76.8155	76.4873	71.7718	63.2014	46.1162	65.9518	55.5697	78.9983	87.7999	69.061	91.9971	77.2891
KRT27	1.63337	12.1087	1.20366	22.9061	1.44069	5.79983	3.53375	2.59892	2.29391	3.87546	1.98988	8.34932	6.01053	2.72475	3.01541	4.14406	4.26773	2.11873	3.3667	2.74727	2.06428	3.8894	1.61709
KIRREL3	2.03454	3.70959	2.92241	4.51107	1.51503	6.4964	2.23689	2.17309	1.63049	9.55871	3.15872	2.72855	3.25523	5.31246	1.78894	1.81208	4.95662	1.27975	6.38792	6.40416	5.00406	2.78702	10.9103
AADACL2	5.51766	0.589584	0.387514	12.8091	3.79104	13.6531	0.543928	4.33392	1.0549	11.3848	8.42306	0.986201	3.79884	14.6897	7.63616	10.3856	9.64858	2.25325	16.0905	14.6629	16.4307	1.92485	6.73707
FAM47B	1.0603	14.9046	9.10217	2.12451	13.3459	34.1871	3.97385	17.2745	5.55257	1.72847	1.35241	8.36935	1.99019	13.3573	9.37233	8.77528	9.736	16.684	7.5518	12.0416	7.8852	4.86803	3.6948
HS3ST5	5.01174	36.8627	28.0846	33.9581	49.5177	10.3934	27.6711	13.3237	2.95131	5.63942	10.2136	20.4996	18.0838	12.4965	22.1562	9.23965	6.32614	7.09152	60.9783	4.96921	18.4363	18.3087	45.0204
SLC32A1	24.355	16.9372	34.3892	15.5937	7.0651	31.1656	4.73744	4.18873	4.93646	3.39454	11.6349	3.42973	22.3653	3.73416	5.18648	20.4122	28.2675	22.291	5.02333	13.2668	21.7678	37.5835	3.83473
IZUMO2	15.9894	37.5919	28.8399	31.7382	38.0953	6.49073	29.4819	6.50283	27.425	23.4733	6.75299	25.618	7.73897	5.98906	43.4527	27.4148	26.2911	15.5343	65.4873	43.2429	5.98135	12.3763	4.75426
DOK7	67.8439	54.4583	27.5054	56.1372	48.1193	126.711	59.3361	40.1752	51.6843	53.9746	81.687	72.9829	33.485	25.1705	53.7503	102.604	271.617	59.38	230.551	95.6803	52.4888	42.1485	141.231
PASD1	31.5464	26.8587	18.0949	17.0547	14.4358	12.7985	20.8329	18.8166	15.6109	26.4683	10.3496	22.2832	25.3106	36.1031	3.38462	5.1081	22.8512	14.1098	49.1085	29.0078	15.7096	5.54354	26.4103
REC114	42.8356	64.4855	28.202	42.0145	53.8334	52.0114	29.5581	20.629	14.0102	57.8592	41.3502	32.8695	41.074	56.8389	39.7343	34.4407	46.2195	25.9048	80.1478	63.839	37.7758	41.2408	47.9459
ERICH6	4.8918	29.7725	1.78624	29.0504	18.4418	26.4576	19.2837	5.23276	6.20923	13.3566	11.3615	5.31405	21.2844	40.0613	25.1986	6.413	27.6655	25.4211	18.9505	8.16878	40.7633	7.3679	27.0011
PRR23D1	1.9424	1.81849	2.23454	1.13982	2.59967	8.44801	4.93734	2.25994	3.23269	1.23611	1.12139	1.78499	1.64176	17.3131	1.71843	2.74424	1.4808	1.5431	8.72888	6.2154	2.13074	3.6049	7.52608
CPA5	50.7421	21.1683	31.4947	30.2133	22.9421	47.3421	6.30975	11.4952	58.1548	14.042	33.2433	3.61289	22.9624	46.7922	18.2673	14.4841	38.7247	23.8586	23.4092	7.01385	29.55	7.9057	2.46654
CDRT15	28.0545	3.31518	33.382	43.5843	34.5946	21.3577	28.3951	22.5074	36.4254	47.843	23.8017	28.8201	28.1015	25.4897	22.0665	50.6519	44.337	29.8238	67.6583	36.6466	19.0267	15.1136	9.67465
SLC35F4	5.16041	2.52282	8.27741	3.17626	1.12057	12.7951	11.0941	17.7698	6.3887	1.12571	1.96371	1.30478	6.52539	10.0598	3.07441	14.1533	16.2654	11.1848	4.85009	3.60155	1.21115	1.3521	1.53486
FNDC7	22.2124	26.2815	2.86567	3.11721	5.02332	10.2167	5.31929	4.90385	17.2991	2.15392	4.69185	3.41999	5.08839	7.83704	16.8769	5.97907	6.71349	6.07734	25.1819	7.47626	10.4146	11.0438	7.26612
INSM2	6.2245	12.8789	2.8138	4.32922	2.8841	4.67421	5.15253	4.19827	10.3514	9.73353	7.59131	32.7398	17.8169	5.24692	4.1662	12.3493	8.85978	3.78407	5.70766	20.4898	28.8465	3.83176	3.75497
FFAR4	3.69282	12.6886	4.40623	7.08816	2.52178	3.34236	6.43419	2.26063	2.33214	2.22793	4.52081	0.775342	0.891748	5.53536	2.81149	1.00253	2.24516	2.4259	5.30584	4.72323	5.1916	0.472066	2.2991
FAM221B	7.24833	3.94766	3.6774	1.53636	2.67252	13.6595	15.1523	8.3082	8.01976	3.84971	1.6481	10.3463	1.89556	12.0738	21.9529	4.38102	2.46594	2.03716	5.33777	2.78542	0.917878	1.43049	3.89434
TERB2	1.81886	4.48511	9.64869	14.5379	9.66134	1.81655	13.4463	0.357384	5.89142	4.39739	1.44625	8.0656	3.52454	5.15571	14.109	11.2564	10.9549	6.62547	11.2846	11.2033	0.478216	6.76155	0.518893
SPEM1	28.6546	38.2495	13.515	35.3962	38.0443	46.356	29.1548	29.1798	17.0207	35.2857	2.98609	32.3307	13.0066	9.99245	14.7631	17	39.1396	23.3264	55.0986	57.4866	12.7877	42.24	14.6314
CDRT15L2	2.2409	1.71005	6.8262	4.3182	1.05044	4.46242	20.7768	4.87614	0.987236	3.36511	1.87302	3.40175	2.1435	9.6003	8.38655	20.8798	10.7142	2.17203	5.60707	16.6534	10.157	2.43403	13.5298
PANX3	7.09333	8.2514	1.68717	1.73158	5.21639	4.18857	15.0761	1.51201	6.46262	3.38058	14.248	1.48914	12.5866	2.62718	1.09922	13.2024	7.64264	5.52594	35.0355	25.0076	1.45211	0.950549	2.21831
