Symbol	GSM452235	GSM452236	GSM452237	GSM452238	GSM452239	GSM452240	GSM452241	GSM452242	GSM452243	GSM452246	GSM452247	GSM452248	GSM452250	GSM452251	GSM452252	GSM452253	GSM452254	GSM452255	GSM452256	GSM452257	GSM452258	GSM452259	GSM452260
DDR1	90.2452	125.159	65.5967	141.307	80.3915	119.629	37.1705	65.607	81.0856	117.148	54.8547	89.073	111.522	80.9803	69.8222	117.791	125.045	103.521	122.686	102.367	96.2924	76.6819	132.355
RFC2	123.521	171.698	90.8221	65.3982	174.552	88.2573	122.317	116.492	107.154	126.323	221.464	148.477	177.451	185.307	195.533	111.396	61.7181	124.872	27.0646	55.6803	167.017	181.663	140.454
HSPA6	227.106	317.271	128.515	173.551	96.9762	233.13	143.311	44.344	62.9026	50.7895	51.903	99.0174	109.743	63.4531	43.4675	112.073	17.3408	69.2796	50.4593	85.2077	25.267	129.371	122.115
PAX8	174.449	210.059	208.923	253.48	172.887	230.918	179.709	156.852	159.42	178.349	153.068	211.692	133.44	194.236	150.672	262.435	179.097	116.311	342.175	221.765	138.79	150.594	215.487
GUCA1A	3.63765	8.05023	1.54886	12.5781	3.06097	5.97655	8.79069	3.9314	8.80106	6.81102	1.03807	4.82267	4.91714	21.1459	1.92815	5.55132	1.95015	14.2915	4.18077	5.20857	2.32514	7.75065	12.2626
UBA7	953.602	1569.99	1071.73	1352.95	587.793	865.962	712.619	553.259	398.595	715.691	586.108	942.473	819.149	455.964	521.21	778.126	829.988	885.009	736.617	577.219	1205.51	587.494	1454.6
THRA	38.2721	40.5391	44.2888	39.0964	45.9006	34.7429	43.8688	38.3575	36.3736	52.7797	30.2822	55.018	46.9257	52.0624	39.4586	36.4069	44.6763	32.3963	101.679	73.313	40.5543	44.3945	27.2084
PTPN21	3.56015	2.53123	3.66973	1.36039	4.63356	2.04734	2.09745	10.6541	3.05748	3.48157	2.83949	1.66945	4.00157	3.66709	2.07825	2.37313	4.77204	1.10134	5.55874	5.48478	14.9543	4.24471	1.56774
CCL5	1213.78	4014.06	6349.07	2660.88	10110.8	2680.2	2291.29	5066.12	3621.19	2135.93	3076.02	3218.71	1917.76	5803.13	3898.79	2586.54	5707.69	3428.79	7990.24	5877.51	9310.44	4148.59	7719.41
CYP2E1	14.3372	20.8044	17.9385	5.9377	8.54866	18.4163	12.1123	1.66589	15.5508	15.5596	11.7146	15.5747	5.63858	15.02	6.89411	14.7942	33.9892	8.98142	35.6136	15.5633	16.6935	16.7605	4.9415
EPHB3	7.89142	25.4869	2.20183	3.32072	11.6705	16.634	3.6387	3.75396	10.8609	8.40702	3.59074	25.6252	2.19168	14.1923	14.328	16.4939	6.31775	3.37629	20.5974	7.28542	14.5466	4.65595	6.74987
ESRRA	137.155	237.05	125.537	250.505	161.309	245.346	149.031	161.463	117.943	154.039	181.313	190.306	181.158	139.281	168.538	164.608	161.301	199.045	381.184	147.882	174.279	201.484	178.804
CYP2A6	46.0263	44.9925	37.7317	44.8675	65.4583	70.5631	77.2755	52.0387	53.6211	63.5126	69.6563	58.5131	71.6592	58.4784	45.5182	57.6121	56.1471	47.4497	47.8678	71.1469	79.407	54.5124	68.4134
SCARB1	77.5546	101.388	52.5448	137.861	129.62	138.187	102.22	138.707	70.4618	114.214	121.291	139.633	111.096	113.066	87.0506	84.7642	146.136	92.3948	223.705	80.969	112.184	129.559	111.531
TTLL12	234.734	338.225	180.49	350.818	411.608	230.531	308.13	470.534	322.463	297.254	291.829	322.553	253.335	216.33	357.309	271.173	186.948	293.463	420.566	232.33	337.825	180.862	227.592
WFDC2	5.37555	6.10366	18.451	24.9168	3.81624	11.6348	3.98124	19.2606	3.8501	2.66221	8.98819	3.72997	7.70428	6.40675	20.2457	13.7003	10.9169	13.0635	42.7397	3.89513	13.3491	17.2227	21.4214
MAPK1	341.954	695.168	475.01	622.191	739.006	394.765	320.544	482.463	338.352	313.526	313.755	420.644	379.936	261.274	321.535	350.479	312.553	378.49	766.069	193.11	805.577	639.81	817.465
ADAM32	13.7395	5.71277	13.0651	4.62718	21.3716	10.1442	2.8259	18.3072	1.89567	16.8795	9.05138	11.3061	2.76642	5.10945	3.54212	11.8	25.1519	7.44435	17.4748	21.8009	7.15444	20.3954	12.385
SPATA17	12.6365	3.05503	5.6194	2.35982	0.952513	2.639	12.8787	3.14163	5.75895	15.7447	2.16556	0.889195	3.09436	9.49126	1.21301	3.52194	3.24607	4.11457	9.3583	2.03974	4.66196	2.74214	1.77302
PRR22	6.51092	12.8295	2.74259	8.41445	14.3129	5.7411	33.1292	8.75938	8.48169	7.25355	5.3456	8.53744	10.8389	9.35075	11.3697	7.16756	8.922	9.88851	20.7964	5.05579	7.44551	6.59087	7.86865
PXK	102.286	98.1105	88.4962	141.257	101.716	123.111	82.399	81.7519	94.9097	129.689	83.2926	180.381	50.8297	103.407	103.015	101.222	98.7592	42.2762	123.931	96.411	95.5449	93.1084	25.575
VPS18	4.37571	12.794	5.9417	16.5347	8.01546	10.9955	5.7467	2.94175	39.2106	3.40417	28.4955	20.8552	2.46841	40.2173	19.008	17.2956	8.65207	17.2953	17.6328	47.4524	2.57657	6.16586	13.3995
MSANTD3	81.1454	136.406	77.2867	61.1394	116.078	105.28	92.1297	94.9927	128.726	114.831	150.004	106.216	142.185	121.249	144.634	139.996	51.2442	102.61	87.0107	127.692	106.244	87.9876	99.3397
SLC46A1	2.04447	15.4021	19.3414	29.6281	22.0398	12.3431	31.5769	26.1641	9.66808	11.1956	5.76312	6.47115	11.4529	12.5195	8.27388	27.3117	10.8207	17.0015	13.3067	25.0429	12.1827	12.6674	39.3945
TIMD4	64.2566	50.9491	37.7746	39.1417	118.366	17.3676	43.7565	70.2391	92.1345	111.305	131.725	84.9877	77.4843	108.371	142.302	32.4621	20.2578	82.5086	26.4797	30.5874	64.6436	58.3192	30.0745
SLC39A5	48.6009	58.6731	40.9894	20.2901	17.8976	37.3004	22.5287	58.9516	6.00004	47.9643	41.316	39.0634	30.1739	69.1903	74.9312	50.1873	10.7436	14.7291	20.633	23.495	47.974	36.0823	13.2711
ZDHHC11	66.2187	37.0802	59.0627	26.639	34.6841	46.9381	35.2131	47.5545	51.0521	124.157	47.1475	30.7984	42.367	39.3502	25.2736	51.4489	199.378	61.8507	32.299	52.2499	50.1668	58.1045	32.1103
ATP6V1E2	208.098	202.485	135.678	178.381	198.065	178.059	154.133	206.438	176.966	184.727	168.44	220.255	199.754	120.751	143.664	235.041	202.465	238.361	247.326	144.442	239.39	178.834	235.027
CILP2	2.31785	5.77024	3.7938	1.38433	3.81261	12.4993	2.54845	2.52598	22.4388	2.30979	5.33023	6.05321	1.65261	4.49451	7.90799	4.26274	1.04539	1.67125	13.6734	3.72619	17.3462	1.25231	12.7768
PIGX	38.953	96.0266	55.6324	59.6732	131.645	63.7423	58.5777	92.1009	62.9765	125.485	98.6229	73.0042	98.6471	51.7717	73.324	46.2787	71.6847	110.376	124.458	56.4137	151.405	108.858	91.6298
TMEM196	35.0045	4.12597	2.34043	2.45675	4.15258	2.67086	8.50624	7.88106	6.41941	7.70883	5.20005	6.75591	7.67401	7.0455	4.26116	7.55461	5.19423	6.6591	12.3625	4.77051	7.73233	6.09138	5.96053
SLC39A13	46.0325	67.9727	69.5956	61.6879	81.7886	52.7204	76.7989	85.7062	110.961	57.1326	110.176	60.746	99.1777	100.93	94.5515	80.9409	48.1029	66.0178	126.71	127.754	57.7763	67.6967	77.5979
BEST4	2.20372	11.3742	5.09435	2.93404	21.3892	17.749	15.3182	2.63643	1.30332	2.82438	4.67329	3.50741	19.4125	1.12302	3.26686	5.20064	5.9136	0.927002	1.51694	4.41769	2.39615	5.46695	3.03645
AK9	5.60687	3.11677	1.69021	2.19092	2.36733	2.76674	5.06546	2.28171	1.43057	1.14181	4.55749	2.98279	3.57904	18.4702	2.88669	12.1504	2.95301	2.35584	3.82213	17.9033	4.02719	3.61944	1.22125
CORO6	32.4082	31.1193	21.571	49.7066	43.8638	55.1798	23.5169	51.0899	46.0453	43.0854	39.4347	33.0106	38.6468	40.9521	68.6112	28.5667	44.9169	30.5118	46.4422	41.9911	29.049	50.9321	45.6596
TMEM106A	129.985	341.275	88.5563	244.183	38.1917	102.019	144.379	82.8711	132.375	48.4483	50.0926	329.815	56.7	50.4839	63.0543	99.8726	67.3198	76.5795	247.742	70.5552	35.2183	44.7979	49.0067
ALG10	37.6817	17.2073	11.3406	1.88778	12.8934	5.74945	36.8091	18.6035	27.2753	4.25595	16.4621	24.4581	23.3265	11.7257	10.9988	4.07946	17.6415	12.1445	21.8766	1.2542	3.32885	11.4757	13.8012
TTC39C	265.241	275.05	279.404	300.795	315.311	223.345	277.861	264.633	280.215	219.285	173.272	241.207	272.704	255.264	331.048	396.299	247.638	286.327	285.992	359.715	362.186	235.582	269.061
NEXN	565.075	820.406	403.366	1548.2	51.9141	537.161	613.74	119.579	128.874	465.206	128.21	1093.92	445.326	134.743	169.955	105.512	83.3261	214.923	228.422	29.1338	192.964	311.909	248.748
C15orf40	324.982	343.685	352.543	193.192	236.62	224.001	255.502	348.53	204.694	353.499	360.758	381.456	396.256	274.647	329.125	332.565	486.943	418.017	354.213	114.732	453.081	240.681	493.095
RAX2	62.0006	110.759	92.1734	133.286	101.346	113.247	35.8212	65.151	43.846	176.099	122.8	137.244	81.7054	67.8746	128.594	111.254	215.831	110.987	193.359	133.437	124.551	8.96064	137.296
MFAP3	16.571	10.3107	26.4907	1.06922	17.8855	2.77325	14.691	3.87304	18.5104	18.1167	22.6886	9.13258	20.2716	19.0082	24.9819	9.60292	9.84148	26.9687	6.58049	20.0722	18.0585	13.0148	15.5046
EYA3	66.9032	69.0832	81.1633	85.8252	51.0833	61.2479	51.9847	57.6925	50.4667	46.0615	95.0159	61.4278	66.3444	89.9868	74.2181	61.2413	47.9447	31.4008	103.719	60.5947	93.4178	55.8512	36.7127
GIMAP1	703.677	750.013	439.202	426.254	487.619	178.711	384.749	492.138	311.473	230.388	258.963	436.754	427.058	334.119	359.946	562.968	278.217	641.596	167.587	134.67	323.753	355.786	610.352
KLK8	5.42279	17.4873	11.2366	14.9289	4.4662	8.05381	5.33837	7.08176	20.0351	17.583	3.75803	18.7837	18.7928	5.2829	20.7868	17.8033	22.9847	4.54733	2.04685	15.8538	6.33541	10.5677	6.98371
CCDC65	58.6348	30.6474	50.246	26.7619	23.8944	2.62688	24.0104	28.9932	41.3026	9.55343	19.7574	47.3556	43.7231	69.5276	48.2319	47.4884	44.4362	57.5566	26.7948	84.2261	9.67059	28.6578	35.6403
CFAP53	5.80397	11.2629	0.441716	0.306887	9.89297	0.375228	6.19056	0.503466	5.3228	4.50911	7.71703	2.01694	0.387663	7.02415	0.975349	0.639854	15.7167	6.83741	2.48875	7.72777	0.456359	0.294848	0.624508
ARMCX4	23.4434	11.7773	9.57855	5.66993	0.8557	12.4022	13.3695	9.67704	0.86889	9.67322	2.25716	12.7804	1.38131	5.32397	10.6175	23.1619	21.8962	16.6743	22.9166	17.919	1.32781	3.43598	14.6763
RBBP6	65.0108	52.4228	55.6028	57.0435	42.2173	51.0366	54.4178	42.5311	69.6819	70.2153	67.0283	58.3779	46.2038	52.1384	50.6325	44.4931	39.7263	64.9234	36.7865	71.6989	48.707	54.0336	66.026
TRIOBP	74.2409	74.1928	72.3291	42.6879	142.268	29.2238	28.1955	81.451	90.0195	53.1582	35.7797	29.1813	41.6899	156.641	102.432	36.5972	120.884	26.9421	86.8308	31.1005	145.357	99.3083	171.497
CATSPER1	28.7835	66.2447	50.282	55.0994	75.5392	39.1942	46.5782	29.337	38.4488	31.2875	34.7007	44.4285	54.1936	4.52009	9.03396	57.5676	76.6588	61.5154	13.1303	48.9819	40.3131	62.9169	77.168
HOXD4	0.996658	1.1417	7.39522	0.967529	10.6777	1.33446	1.29761	1.21692	9.78454	2.71615	16.7595	1.39162	3.83938	9.56949	1.276	7.08217	7.04932	4.8892	2.6202	19.6302	1.20778	5.93258	1.92091
GSC	1.12918	2.22167	1.97873	2.6148	2.03541	1.52529	2.12315	1.09573	1.20929	1.26842	1.19072	3.43922	1.77547	2.01631	1.67771	1.72065	2.12217	1.14846	4.02462	2.03894	1.8946	2.1258	1.65684
SP7	5.2591	20.7255	5.61216	4.16398	8.17346	5.04076	5.14387	8.8124	23.2936	14.9668	8.3821	20.5824	6.4115	34.6818	36.0045	32.693	6.33905	9.14748	60.4231	7.93804	6.5587	14.3192	3.82499
PDE7A	280.332	238.858	143.434	102.089	71.6606	62.299	163.127	130.977	143.824	119.592	130.39	168.829	87.8537	82.5691	130.956	327.296	163.097	169.261	101.321	49.9955	65.8616	64.2873	100.27
CNOT7	51.0613	30.1799	48.9382	27.2487	83.9634	49.415	49.3025	75.8616	77.1585	60.9474	77.3888	47.9684	71.2041	68.0479	88.3454	40.0137	43.5707	47.5453	75.2651	80.2156	46.2924	90.4037	42.5452
CRYZL1	174.557	155.372	162.674	125.063	104.222	107.479	183.627	129.631	196.591	78.8566	85.9119	125.044	99.024	116.557	152.393	243.76	136.568	159.435	180.466	105.804	92.5724	93.1503	147.236
PRSS33	6.31655	22.2729	24.961	5.32572	47.9759	6.8828	3.61015	3.87886	22.1971	2.69345	2.15765	23.9989	13.2196	22.7198	28.861	48.2131	48.2488	38.6801	37.9613	32.1859	27.6823	48.8492	4.51476
CBARP	8.44272	5.9895	3.08796	11.209	6.95819	10.0162	8.45264	3.22614	7.57044	4.79094	4.12971	5.96041	7.02798	14.6297	3.8871	8.11324	8.99901	6.74847	14.1062	7.03811	10.8005	7.76533	4.9505
MCMDC2	8.69403	0.939172	2.8037	1.63757	6.37341	1.65912	10.4802	0.574534	5.0233	11.3172	0.96186	1.26795	3.08226	4.3115	0.41907	9.53564	0.363845	10.0258	6.76041	8.93739	0.731411	0.81532	2.16134
TIRAP	83.8551	75.8705	64.9402	42.7048	37.6321	59.3412	43.7053	94.6429	67.3161	60.096	76.7379	78.8851	74.5914	47.7192	67.828	94.7672	78.2013	79.799	92.1973	45.332	42.7516	47.7186	61.275
LEAP2	139.431	83.8694	59.217	55.7525	94.9042	51.2505	122.152	117.984	116.039	88.8533	59.6626	90.9308	92.9776	52.4281	39.9083	121.571	92.7795	120.928	52.5064	78.4259	50.3888	48.8864	58.1151
MSI2	62.9439	45.7031	61.6383	70.2718	68.5108	70.3403	74.1054	58.2021	95.2625	66.2881	121.476	34.7884	67.0616	74.5393	93.6829	40.9893	61.9703	54.6538	36.2989	78.582	75.3206	62.5486	53.6828
SCIN	36.3678	37.3541	21.2173	30.1818	24.7854	11.53	44.8841	43.1127	48.113	63.6201	53.1723	29.9797	53.5783	29.0001	61.6509	4.64601	11.6131	29.7198	13.9227	17.9988	2.6718	26.0869	10.5251
CTCFL	15.8464	13.3557	10.2382	12.1804	3.39115	27.5098	1.36495	2.74632	20.2064	3.64634	19.0374	17.362	2.52221	23.112	3.08287	9.4219	5.96373	14.48	9.76234	26.0837	2.52029	7.37198	6.5976
C4orf33	56.3049	54.0919	32.6754	30.5164	39.6121	77.9103	38.5931	40.795	25.9657	42.5662	64.3527	49.6716	69.8684	26.7236	30.1848	33.1508	53.8809	40.0577	51.8021	22.6412	36.922	80.8408	48.4214
ZNF333	44.8272	41.2449	37.6521	32.4524	46.3525	57.5326	36.0179	44.5492	76.856	60.904	33.12	35.6723	38.0107	41.6772	57.486	43.0214	73.4925	47.6917	64.0517	33.948	58.0936	23.0376	75.0341
TVP23C	34.2651	45.5914	11.899	73.1637	64.7611	62.2346	30.4064	46.8825	83.9044	86.3308	64.1344	45.4748	94.3963	47.4541	21.3305	53.9765	12.6724	76.1676	138.232	56.5319	48.4561	59.1893	56.4787
RDH10	1.06348	0.826195	0.814297	1.24522	1.17709	1.16731	3.88938	6.65981	4.44418	2.9697	1.88839	1.70539	1.55294	1.32904	11.7958	1.41641	17.7088	0.656389	4.6145	2.97068	24.6639	1.81615	2.61006
SRSF12	1.39385	23.6794	0.561105	1.16369	4.06699	2.21737	2.44672	14.1349	8.82941	5.60483	8.15674	4.57203	1.74	6.40065	22.7959	0.922111	16.1096	12.6578	2.96973	12.2314	5.59414	1.25647	1.22711
GAPT	306.424	481.289	199.015	230.206	76.0132	124.217	151.006	255.73	201.671	64.0861	101.423	209.427	124.703	16.3122	56.1854	731.719	145.736	270.925	60.265	31.5126	44.9564	355.213	687.48
SCUBE1	5.6793	7.33316	4.56275	3.53714	4.09193	6.53745	2.43174	7.08249	6.60948	4.65832	5.04749	6.11689	9.14593	9.48645	3.79746	8.12795	12.2801	4.74702	16.0866	11.5838	9.42263	8.83453	7.60078
ERICH5	0.887285	2.19838	10.7195	20.0296	1.38947	3.22802	0.990338	1.59257	2.20552	1.96106	1.76259	1.74451	0.725128	0.79298	1.58166	11.8218	2.31049	1.71543	2.10881	8.53543	1.10321	1.20246	0.859691
CCDC185	3.20777	6.21696	22.1377	7.47881	17.2191	3.15121	16.2615	1.56442	16.3172	6.95635	2.88426	1.86168	1.57334	1.3632	18.7692	3.21747	1.70255	10.2766	1.77806	2.09119	1.48948	2.67812	1.26047
ENTHD1	8.47501	11.2923	7.65494	15.1279	19.1965	14.6498	0.902704	7.14966	9.45528	1.78305	7.5701	6.74476	10.0916	3.36141	24.1903	6.32178	3.65125	8.32463	18.6742	28.9333	10.4481	3.26555	2.04665
TSSK3	11.8411	18.2995	9.26094	15.3815	15.5489	22.4172	14.1228	12.5092	12.4603	11.8358	12.7796	17.0465	12.2057	21.1326	8.97305	21.4001	20.8217	11.3048	37.4636	21.5619	15.9472	11.0704	6.44846
WFDC6	5.99306	4.44489	19.89	9.46091	25.0609	21.1912	7.12592	11.821	13.6475	2.83193	14.4487	9.77557	14.9689	4.79511	20.0362	3.27	33.9951	6.17307	27.1748	3.91426	4.23687	12.0297	22.0473
CLEC12A	737.178	2097.56	363.649	877.286	286.913	640.366	558.383	587.926	718.953	437.539	326.343	796.15	1342.16	385.297	242.249	1242.68	290.983	739.876	1683.85	201.394	390.938	1779.54	2280.45
BRF1	15.3104	2.9045	9.92989	16.1742	14.7285	14.0231	12.1325	6.92705	23.7313	1.5552	11.0186	14.0711	1.85636	11.5139	1.70691	20.807	8.33456	1.27274	2.45408	20.0508	13.4848	20.9138	11.2442
TMEM266	26.7348	27.4702	19.5374	1.0139	10.0609	11.6552	8.98965	19.2749	13.9238	31.3624	11.6489	10.7913	19.5613	31.3249	14.4952	16.0811	26.7878	9.82726	21.4701	46.026	24.59	16.2167	4.02741
BACH1	22.7871	26.4514	15.8665	27.2796	16.8738	40.6959	22.1838	27.127	15.0479	10.297	4.98582	27.5988	7.24998	1.73479	7.37936	40.8798	42.8519	34.4959	51.5712	6.72095	4.90574	14.7083	36.8794
CALML6	2.50662	2.19187	8.2439	3.4924	3.27957	2.20025	4.17684	3.53728	2.87521	20.3248	2.52358	3.01109	1.76649	3.79851	22.7049	3.51459	3.2611	15.0756	8.11215	2.90978	4.18797	5.17846	2.7159
NLRP5	8.40149	1.82418	2.92717	3.23085	2.46854	6.9963	1.81767	2.15344	9.5733	4.5258	5.41324	12.7529	11.4241	2.92767	3.49961	4.25487	16.1178	2.75377	12.9753	3.50217	4.60138	2.21415	15.0395
ODF4	1.45097	15.0443	0.993917	1.21351	21.0619	4.44184	10.5934	1.45377	7.40194	7.05954	11.7934	20.3231	7.46675	1.81997	7.68801	3.42624	22.6117	17.7095	9.25028	9.95924	18.821	12.9134	9.0865
CLEC4F	49.5858	149.148	14.3913	280.325	21.8103	69.1073	30.4481	14.2323	3.03613	22.1507	19.7633	68.7061	10.5987	29.2686	25.7444	85.5335	2.11916	28.4422	28.5408	20.627	26.0562	58.5465	40.2559
DEFB106A	20.8327	40.4056	25.245	47.4072	21.9077	47.2502	32.0569	32.292	30.3079	22.4241	22.0967	31.6338	51.1059	55.0166	28.2675	42.0601	19.9368	34.5969	98.5373	26.6759	25.3122	28.7704	56.5472
WFDC9	14.3503	19.1047	3.01984	10.1881	8.82571	40.3332	18.802	15.1299	4.88923	4.43172	8.17961	5.12834	22.5731	9.32691	9.55194	34.4213	38.9453	2.11839	60.0026	7.26449	35.2031	10.458	2.09152
NEDD1	16.9401	24.0338	15.9107	21.1928	15.1607	2.02094	20.5326	12.6489	35.8692	13.749	21.1334	23.8458	14.8064	17.9293	41.9298	3.10881	0.797565	11.9381	9.9419	32.1754	17.1948	7.58116	1.53267
TTLL10	3.41728	3.30963	1.94637	3.42146	2.98615	4.40997	3.16322	1.819	2.30414	2.1801	3.35335	1.38658	4.06354	4.54282	1.37708	2.42532	2.54218	2.02805	4.02118	1.6815	4.64945	1.6245	4.55162
CALR3	8.80068	2.75427	6.91069	2.97458	5.46203	4.67306	10.125	6.14875	1.0368	19.3095	4.33587	10.1966	2.77479	3.19452	2.29579	2.30755	2.08152	1.94062	27.8089	31.0733	5.34867	1.04529	12.4466
ETV3	69.6986	60.2454	93.8907	64.7314	36.9754	136.879	70.5228	60.2374	163.388	75.6119	74.7198	79.6951	57.559	124.826	75.54	97.8386	91.2825	72.4576	58.7875	115.249	67.5181	92.122	27.2376
KLHL10	0.853857	6.6356	0.607013	2.2055	0.789963	1.09518	2.36346	7.88177	0.666956	0.724381	0.651162	1.35003	0.733957	2.26533	1.98338	5.51233	1.24449	0.87239	2.93441	1.22261	1.39615	0.995971	0.820272
TM2D3	1043.27	581.334	1523.29	811.968	699.929	525.748	992.497	728.199	1002.6	396.681	725.346	623.074	648.643	969.995	945.403	1569.12	474.973	579.487	555.084	1004.44	596.616	832.539	504.656
ZNF485	28.0681	43.5728	20.0105	11.2677	19.5793	19.2452	24.3926	20.7875	25.6283	21.9337	14.4715	29.8144	23.946	12.4565	14.607	62.5342	25.9668	36.8276	25.8581	19.647	19.7284	28.8313	43.7755
WDR17	0.439517	6.42967	0.744229	12.5346	9.30538	6.18268	0.620732	5.96269	0.634029	0.887355	5.455	3.14027	5.44769	8.38949	7.07707	9.3869	19.745	0.721429	1.35784	5.73393	11.8867	11.9623	12.8628
MFSD6L	3.81221	5.1888	4.39685	3.20206	4.22069	3.91808	3.0001	2.22017	4.40636	3.28014	2.9654	3.79255	4.00925	2.48111	2.63401	2.9487	3.98537	3.44245	6.12944	5.17631	2.43793	3.57737	3.21848
CDH23	1.59301	2.82121	4.08592	6.00308	4.56369	1.26177	4.92037	1.68609	5.32877	18.4179	5.22332	3.49537	3.44718	3.0109	2.48198	6.85756	5.61984	1.26422	9.90188	2.11814	3.88857	1.39122	4.89944
ANKAR	2.09655	26.5814	7.59248	2.44396	20.3379	4.75826	24.5769	14.0682	33.2593	11.7697	5.47192	18.468	16.1191	18.8214	3.23432	14.6827	39.2388	16.5333	63.1198	5.16444	24.3558	3.24086	18.784
MEGF11	0.976536	1.81161	2.02005	0.839941	1.34758	7.80825	6.34272	1.09064	2.48732	1.41667	0.495869	1.1675	0.491992	2.5563	2.59615	9.64163	15.5726	2.23772	5.23842	0.55634	7.53233	7.92395	1.06097
GPR182	29.9966	23.6979	14.426	2.56356	2.03449	15.4389	21.0712	18.2046	19.0646	19.9586	14.4728	9.49385	2.81441	3.39561	14.6376	16.7412	2.84357	11.2246	25.849	23.3247	18.5541	25.4332	22.9059
ESX1	1.97122	18.1208	2.40973	3.38841	15.0027	10.2872	22.1601	1.3042	2.61932	7.50807	9.61225	3.95578	4.34903	14.5235	6.65952	5.69203	9.25219	17.3997	27.1907	9.68082	12.9206	7.70356	25.51
SCGB1C1	13.0326	18.1734	6.48778	38.5173	16.7353	150.886	4.53139	4.79702	9.99724	48.7487	6.76689	41.1828	1.97606	52.9099	29.977	11.2563	22.6594	7.73167	17.8476	1.54404	3.12559	17.6399	21.4834
DNAJC5G	3.48123	3.66553	3.68583	22.8362	8.54411	8.49848	2.83106	3.32847	1.75614	3.74356	3.69571	8.51668	4.05435	3.69267	7.55043	6.58139	4.77804	4.04261	6.85954	5.73094	3.65443	8.54721	20.0246
WDR88	1.21049	7.49265	1.0764	0.820332	8.96624	4.66382	8.31057	2.94249	2.37433	3.30423	2.47562	2.22075	1.84063	3.1734	2.73232	2.30451	3.09728	4.72858	13.2243	11.188	1.14207	2.82833	16.7358
PRUNE2	6.84264	28.543	20.8256	19.5271	29.4059	13.7832	12.564	14.4138	1.85771	11.0433	7.1409	19.8366	9.05105	11.2319	13.8009	30.6042	15.2746	1.60266	30.5386	26.6163	2.37489	7.59348	1.54663
MBD3L2	5.42913	2.30491	2.18721	1.68121	1.52199	7.46406	5.1111	1.78223	2.69403	4.68485	2.93565	3.90251	4.18636	2.30727	2.17554	3.27227	3.52747	2.37885	3.10479	3.32408	5.68222	2.0638	2.48254
ADAMTSL1	2.56367	1.49186	0.764487	2.12829	2.10026	1.96843	1.54648	0.629501	0.623539	0.932772	0.646152	0.908153	0.698984	16.3619	0.683434	1.69854	2.79922	1.54318	1.24881	2.10568	10.8138	0.744678	1.01984
MBD3L1	9.26986	7.17071	0.673385	0.579683	17.2623	11.4644	8.47396	6.01187	0.690791	19.1762	2.38231	2.7176	1.12515	15.024	18.9449	16.5677	5.8223	0.462078	9.43498	16.7482	17.5223	2.90564	3.31703
SERPINB11	8.3315	1.35504	16.1176	6.99202	19.7072	9.76241	7.5082	13.3865	6.62006	18.8985	15.0324	10.7821	8.50986	11.494	19.3045	14.536	6.2359	10.9237	42.9315	11.1345	13.255	17.0736	9.2172
ABHD11	0.700927	1.39287	0.558544	1.5451	2.08269	1.24515	0.90747	1.36566	3.27614	0.659062	0.7407	0.528345	0.533526	0.632466	1.75093	0.546491	0.928438	0.643086	1.16835	9.76215	1.30928	0.624332	1.31027
ACAP2	286.333	369.787	386.032	451.909	310.333	306.359	337.729	277.301	402.676	332.253	376.441	472.238	414.116	470.504	384.372	398.76	207.136	379.026	205.535	395.237	358.623	407.438	316.857
GAMT	24.7646	44.1757	17.3099	57.1403	77.8255	85.3111	36.2213	75.352	88.2089	29.5317	185.303	25.9711	199.923	36.0359	105.669	55.8048	33.7436	117.984	58.4911	41.4377	125.826	28.3384	28.4966
PLCD3	49.514	54.8785	40.6011	44.417	106.563	18.583	44.5669	44.6584	65.7721	33.5954	71.7761	15.5367	33.2863	53.4797	68.7163	38.4532	41.3102	38.6434	98.262	31.075	18.6001	43.6019	64.8735
IRF6	23.1552	15.1938	11.3068	3.7911	17.8492	25.2794	3.71305	2.89178	2.1645	2.96752	8.37334	4.64131	13.9923	17.1709	3.38499	21.5324	3.90865	2.26261	39.9079	19.8801	25.0998	13.271	18.2729
PTPRC	17.0643	19.0485	10.5884	11.4872	8.57012	13.3856	3.85349	12.6007	10.6731	9.79618	14.7154	13.6354	13.0631	12.5372	16.4409	14.9171	12.5421	9.33143	1.846	7.28706	14.8656	24.8542	2.19803
MAN1A2	40.3187	31.0972	10.5452	27.0234	42.7369	45.6843	55.0764	25.0072	45.7759	80.434	28.966	39.3895	27.4273	39.5356	30.3594	28.1977	15.4142	33.5221	26.0238	13.2997	21.1143	37.363	35.8301
RAPH1	8.23097	14.1188	23.3295	27.3868	4.93185	13.8873	7.26275	32.0793	10.2218	5.61886	22.6816	21.8772	13.0038	23.3225	18.7018	1.36275	4.70701	1.06592	32.0559	77.6235	14.4848	24.8314	12.2796
SMCR8	38.3248	21.3868	15.7258	27.6169	9.79048	42.6644	23.7535	7.34544	9.33349	9.56999	24.0323	15.2289	28.5154	11.7347	25.2529	14.324	51.8024	10.4418	91.0876	26.3963	35.5076	25.057	5.62804
LACTB	102.613	200.935	51.4835	168.751	49.6637	204.84	85.7148	73.6765	62.3637	82.8195	69.7479	110.198	171.997	57.8084	65.6053	61.5099	21.1798	95.5897	128.407	45.1722	236.262	90.3447	99.5475
