Symbol	GSM998327	GSM998335	GSM998346	GSM998318	GSM998319	GSM998320	GSM998322	GSM998324	GSM998325	GSM998326	GSM998328	GSM998331	GSM998332	GSM998333	GSM998336	GSM998337	GSM998340	GSM998342	GSM998345	GSM998348
ACY1	-3.411	-3.729	-3.001	-4.108	-2.866	-4.213	-1.18	-2.901	-3.864	-3.08	-4.179	-3.576	-4.364	-3.749	-2.884	-4.994	-5.047	-4.12	-4.059	-3.552
ACYP1	1.108	0.023	-0.97	-1.999	-1.027	0.52	0.714	0.094	-1.172	-0.513	0.611	-0.116	0.855	0.595	0.058	0.224	0.309	1.162	-0.456	0.136
ACYP2	-0.101	-1.656	-0.862	-0.545	NA	0.659	0.891	0.437	-1.481	0.898	0.059	0.25	0.492	0.83	0.294	1.053	-0.287	0.616	-0.156	0.181
ADA	-3.473	-4.309	-5.087	-5.036	-3.622	-2.775	-1.624	-1.917	-4.022	-2.061	-4.155	-3.69	-2.317	-2.305	-1.882	-3.26	-2.34	-5.156	-3.163	-3.931
ADAD2	-2.4	-2.67	-2.501	-2.134	-3.046	-3.261	0.084	-1.908	-2.355	-3.606	-3.215	-3.499	-3.893	-3.382	-3.811	-3.874	-3.234	-3.112	-3.344	-3.599
ADAM10	4.092	1.673	NA	2.659	NA	4.052	2.827	-0.645	3.045	3.892	6.278	3.153	3.637	1.358	1.659	6.718	NA	3.094	NA	0.983
ADAM11	0.237	0.991	0.108	-0.788	-0.604	-1.297	2.889	-0.081	0	-1.888	-0.893	-1.148	-2.368	-2.16	-2.077	-1.854	-1.576	-1.85	-1.149	-2.201
ADAM12	-2.432	-2.556	-3.183	-9.468	-6.908	-1.611	-1.735	-4.294	-3.513	-3.886	-6.616	-3.905	-3.167	-4.338	-4.261	-3.375	-4.94	-4.852	-3.485	-2.292
ADAM15	-1.75	-1.536	-2.282	-0.762	-2.343	-2.089	0.821	-2.775	-1.553	-2.029	-1.871	-1.651	-2.962	-2.974	-2.129	-2.908	-2.724	-2.941	-2.268	-1.981
ADAM17	0.052	-4.487	0.089	0.519	0.446	-0.888	1.075	1.65	-0.715	-0.133	-0.496	-1.184	-1.037	-0.624	0.205	-1.491	-0.292	0.343	-1.06	-1.019
ADAM18	2.51	1.228	-1.298	0.751	0.757	0.468	1.245	-0.109	-0.604	0.348	-0.776	-0.121	-0.365	-0.362	0.039	2.625	0.277	0.019	0.646	-0.175
ADAM19	1.222	3.741	2.588	NA	1.2	3.348	-0.619	3.777	2.187	4.374	3.732	2.478	3.139	4.176	5.045	4.117	3.771	2.633	4.003	2.876
ADAM22	0.843	1.324	2.229	3.495	1.529	1.302	-3.517	0.598	1.325	1.663	1.002	0.997	1.603	0.113	0.345	2.22	-2.691	0.361	2.31	1.163
ADAM23	-2.965	-2.405	-1.939	-2.644	-2.427	-2.598	-0.789	1.04	NA	-4.177	-2.681	-2.844	-3.243	-3.365	-4.002	-5.098	-3.146	-3.237	-3.567	-3.241
ADAM28	-0.099	2.032	-0.139	0.251	-1.11	3.562	-5.506	-0.732	1.63	2.524	1.384	1.619	4.928	2.14	3.482	3.596	2.934	3.41	3.217	2.565
ADAM29	1.714	1.571	NA	1.754	-2.457	0.728	-1.828	1.573	-0.587	-0.142	0.301	-1.698	-1.933	-0.461	-0.056	4.231	-1.189	-0.28	-0.576	0.226
ADAM8	-0.995	-0.535	2.128	0.578	0.245	0.551	5.394	0.414	-2.146	-0.842	2.281	1.881	-2.308	-0.412	0.193	3.458	3.997	-0.93	-0.706	-0.221
ADAM9	-0.477	-0.255	-0.387	-1.374	-0.662	-1.356	-6.824	-0.339	-0.62	-0.94	-0.684	-0.546	-1.582	-2.189	-1.365	-1.089	-1.052	-0.827	-1.767	-0.586
ADAMDEC1	0.787	0.091	3.631	0.026	0.195	-2.859	-8.229	2.241	-1.871	0.746	0.718	0.588	1.037	-0.345	0.734	-0.694	0.1	1.091	0.836	0.556
ADAMTS1	-3.938	-4.262	-3.677	-4.589	-4.739	-5.428	-1.824	-3.589	-4.909	-5.861	-4.312	-4.946	-4.717	-5.026	-5.163	-4.108	-5.643	-5.256	-6.132	-5.317
ADAMTS14	-1.003	-0.392	-0.99	-1.518	-1.531	-2.418	0.565	-0.632	-0.993	-2.333	-3.26	-2.123	-3.322	-3.139	-2.726	-2.02	-2.538	-2.814	-1.318	-3.243
ADAMTS2	2.082	0.681	-0.161	1.431	-1.15	0.377	1.465	-0.46	0.28	-0.116	-0.096	0.756	-1.353	-0.143	-0.96	0.533	-0.379	-1.57	0.099	-0.279
ADAMTS3	1.05	1.95	0.254	1.156	1.071	0.08	1.372	-1.424	0.665	-1.394	0.394	0.782	-0.025	-0.334	-1.019	0.142	0.16	-0.695	0.906	0.112
ADAMTS5	0.17	-3.198	0.222	-0.278	-0.585	-1.079	0.006	-0.468	0.328	-0.405	-1.961	-0.162	-1.363	-0.89	-1.651	-0.266	-1.915	-1.189	0.05	-0.503
ADAMTS6	-2.287	0.604	-1.492	-2.429	-0.442	0.596	6.344	-1.175	-1.822	0.451	0.228	-0.06	0.701	0.702	0.339	0.08	0.133	0.975	0.355	-0.194
ADAMTS7	-0.614	0.538	1.139	-0.589	1.747	1.15	NA	0.305	0.438	0.911	0.567	-0.679	1.167	1.083	0.539	1.207	0.793	0.831	-0.932	0.324
ADAMTSL1	-0.789	1.615	-0.34	-0.214	-0.804	-0.396	NA	-0.719	0.815	0.154	-2.46	0.843	0.534	0.931	0.67	1.123	-0.006	0.802	2.02	0.391
ADAMTSL2	-2.459	-1.863	-0.855	0.014	NA	NA	-1.155	-0.339	-5.875	-0.093	-0.458	0.031	-1.16	-0.654	-0.754	-2.123	-1.983	-0.933	-0.281	-0.805
ADAMTSL3	-1.363	-0.129	-0.516	0.382	-0.301	-0.356	2.027	-0.089	-0.446	0.55	-0.592	3.484	-1.985	-0.542	-2.156	1.915	-1.343	-0.513	0.56	-0.499
ADAP1	0.353	2.169	0.919	0.876	1.348	-0.409	-1.427	0.411	1.859	1.841	1.35	1.858	0.341	1.032	1.346	1.023	0.975	1.12	1.055	1.768
ADAP2	1.685	1.096	0.307	0.383	0.123	-0.544	1.272	-1.607	1.036	1.411	2.171	2.901	0.156	-1.24	2.521	2.87	2.515	2.039	-1.182	1.579
ADAR	NA	2.979	1.617	0.692	5.274	NA	NA	NA	NA	NA	4.72	NA	4.726	1.992	3.127	NA	2.032	0.912	NA	0.459
ADARB1	-0.235	-0.246	-0.526	1.197	-0.846	-1.421	1.378	-0.896	-0.846	-1.254	0.151	1.838	-0.233	0.035	-0.832	-0.22	NA	-1.258	-0.658	-0.115
ADAT2	1.25	1.616	0.927	1.455	1.242	0.654	3.56	0.6	1.43	0.629	1.189	0.741	0.509	0.77	0.206	1.592	-0.791	0.341	0.679	0.335
ADCK2	-1.418	-1.647	-1.544	-3.248	-1.809	-2.141	0.268	-2.701	-1.951	-1.537	-1.982	-2.052	-3.076	-2.444	-2.115	-2.5	-3.117	-3.015	-2.875	-1.971
ADCK5	-1.093	-1.725	-2.052	-1.554	-2.524	-0.913	1.084	-1.023	-2.781	-1.047	-1.932	-3.614	-1.355	-0.648	-0.962	-0.737	-2.261	-1.341	-2.161	-0.64
ADCY2	-1.078	-0.144	2.123	-0.531	1.181	-3.209	2.626	0.904	-0.365	0.45	-1.01	-1.225	0.041	0.075	-0.121	2.599	-3.089	-0.505	-1.414	0.302
ADCY5	1.191	3.214	NA	-0.019	-0.313	-0.08	9.164	4.91	-0.268	-0.002	1.884	-0.201	-1.163	-0.469	-0.653	4.557	0.69	0.166	0.628	0.673
ADCY6	-0.84	-2.032	-1.3	-1.189	-1.587	-2.7	NA	-1.593	-2.637	-2.698	-3.269	-1.793	-2.614	-3.062	-3.022	-2.957	-2.997	-3.332	-2.415	-2.205
ADCY7	1.421	1.552	2.27	-2.098	NA	2.212	0.573	-0.917	0.592	0.858	0.82	-0.039	2.666	1.647	1.677	1.602	0.507	2.7	0.695	3.116
ADCYAP1	-1.724	-0.928	-0.634	-1.211	-0.271	-2.748	-0.478	0.555	-1.854	-1.94	-4.127	-1.414	-1.984	-2.542	-1.525	-2.615	-2.466	-2.083	-1.96	-2.084
ADCYAP1R1	0.561	1.86	1.553	0.163	-1.499	0.823	2.307	1.023	0.359	0.352	0.477	0.268	-1.753	-1.028	-0.608	0.951	-1.06	0.04	-0.352	-0.959
ADD1	0.323	-0.625	0.439	-2.466	-0.019	-4.633	NA	0.159	1.773	-1.523	-0.788	4.791	-0.248	-1.031	-1.217	2.08	-1.521	-0.867	0.138	-0.487
ADD2	NA	1.38	0.849	0.359	NA	0.393	NA	-4.188	-0.379	0.693	-1.553	1.081	2.45	1.099	1.531	3.889	NA	-0.791	NA	0.787
ADD3	-1.501	2.385	2.555	-3.855	-2.233	-0.145	0.119	NA	-0.243	0.657	1.392	1.311	1.725	0.145	0.47	2.253	0.808	0.883	1.47	1.899
ADH1B	-0.668	-1.836	-1.37	-2.406	-2.505	-0.504	-1.758	-1.316	-1.377	-1.091	-0.538	-1.056	-1.343	-1.903	-0.68	-1.243	-2.959	-1.277	-1.623	-1.5
ADH1C	0.82	0.375	2.203	-0.75	-0.682	-1.486	NA	-0.188	0.27	-1.11	-1.332	-2.784	0.057	-0.697	0.219	2.312	0.246	-0.227	1.156	0.729
ADH4	1.282	-1.089	-0.422	-4.331	-0.624	-1.786	-1.71	-0.981	-2.802	-0.819	0.101	-2.437	-1.562	-2.193	-0.974	1.038	-4.082	-1.262	-0.321	-1.784
ADH5	-0.653	-0.575	-0.136	-0.84	-1.318	-0.978	-1.142	-0.724	-0.673	-0.929	-0.235	-0.979	0.056	-0.454	-0.398	-0.956	-0.702	-0.128	-0.347	0.368
ADH6	3.82	NA	NA	2.591	-0.701	3.171	NA	-0.528	-1.383	-0.534	NA	NA	-1.341	-0.191	-0.3	0.388	-0.09	-0.555	-1.146	-0.443
ADH7	0.184	0.55	0.872	0.237	-1.51	0.589	NA	1.442	0.11	0.41	-0.478	-1.3	0.149	-0.848	-0.619	1.039	-4.626	0.088	0.282	-0.716
ADHFE1	0.152	-0.535	-3.209	-0.445	-1.108	-2.791	0.467	-1.768	NA	-1.081	-0.699	-0.937	-0.532	-0.892	-0.95	0.412	-2.918	-0.278	-0.92	-0.904
ADI1	-0.509	-0.34	0.233	-1.454	-0.525	-0.078	-0.246	0.674	-0.403	0.526	-1.094	-0.237	0.661	1.525	0.717	0.516	0.142	-0.483	-0.211	0.036
ADIPOQ	1.077	0.19	0.272	-1.976	0.601	-0.266	3.458	1.099	-0.271	0.251	0.699	0.927	0.06	-0.297	-0.25	0.563	0.557	0.072	0.982	0.614
ADIPOR1	2.936	3.267	2.322	2.128	0.717	-0.705	NA	-0.212	2.257	-0.052	-0.733	1.238	-0.98	-0.881	-0.264	-0.704	-1.672	-0.959	-0.29	-0.288
ADIPOR2	2.165	1.002	0.555	0.184	-0.468	-2.013	-0.128	0.871	-2.603	-0.33	-0.199	-0.329	0.561	-1.09	0.166	2.216	-0.54	0.128	0.794	-0.143
ADK	-0.769	-0.841	-1.534	0.253	0.414	0.191	10.344	0.318	0.345	0.446	-0.305	0.474	0.034	1.064	0.154	0.417	0.048	0.555	-0.38	0.09
ADM	2.458	-1.494	4.062	NA	NA	NA	NA	-2.174	2.91	1.043	NA	1.107	4.659	3.187	3.209	NA	NA	1.315	3.146	3.829
ADO	-0.909	-0.609	-1.937	-1.927	-2.848	-2.015	0.531	-1.015	-3.432	-2.038	-2.08	-2.99	-0.977	-1.592	-2.513	-2.45	-0.914	-0.434	-1.237	-0.921
ADORA1	-2.087	-1.274	-4.253	NA	-0.548	-0.875	-1.077	-0.644	-1.463	-1.316	-2.235	-1.332	-0.675	-0.889	-0.753	-0.764	-4.149	-0.059	-1.625	-0.743
ADORA2A	0.309	1.569	0.199	-0.485	2.592	-0.226	1.691	0.576	0.563	0.719	3.468	0.594	0.24	-0.009	0.464	2.371	0.41	0.042	0.403	0.034
ADORA2B	-1.719	-1.68	-0.935	-4.365	-2.555	-2.762	-6.342	-2.14	-3.852	-1.773	-1.424	-1.048	-1.421	-1.404	-0.492	-0.943	-2.391	-0.516	-0.391	-1.002
ADPGK	0.321	0.85	-0.21	-0.522	-0.731	0.492	-1.793	-0.997	-0.325	0.979	0.76	0.465	1.142	0.805	0.851	0.29	-0.271	0.962	1.199	0.769
ADRA1B	1.751	-2.486	0.449	-2.009	-1.545	-1.493	4.402	-1.017	NA	-0.289	0.275	-0.071	-0.625	-0.448	-0.811	-0.876	0.845	-0.569	-0.729	-0.735
ADRA1D	-0.146	0.175	NA	-0.328	0.975	0.825	3.938	-0.293	-0.132	-0.02	1.101	-0.499	-0.518	-0.456	-1.289	-0.763	2.069	-1.136	1.15	-0.848
ADRA2A	3.737	NA	NA	2.063	-3.208	NA	3.715	4.313	2.697	2.497	5.766	NA	1.367	1.777	2.129	NA	-0.972	3.683	1.048	0.337
ADRA2C	-0.534	-0.731	-0.274	-0.822	0.949	2.257	0.633	2.398	1.487	1.644	1.507	0.774	1.322	3.341	3.184	1.872	0.975	3.075	2.212	1.152
ADRB1	-1.93	-3.536	-1.815	-0.304	-1.11	-1.508	NA	-0.209	-0.79	-1.05	0.112	-0.608	-1.657	-0.862	-0.515	-0.351	-2.454	-0.007	-4.078	-0.26
ADRB2	3.783	3.789	3.688	2.667	1.791	2.401	-3.605	1.606	3.275	2.02	2.539	2.048	2.179	2.6	1.819	2.384	1.847	2.024	2.441	3.374
ADRB3	-0.985	-2.554	-1.521	0.747	-1.628	3.238	-0.486	1.106	-1.856	-1.112	1.239	-0.493	-0.495	0.518	-0.164	-0.404	-0.727	-0.167	-0.736	-1.269
ADRM1	-0.99	-1.68	-3.045	0.806	2.574	-1.251	-1.037	-0.947	-1.568	-1.666	-0.411	-1.95	-2.23	-2.138	-1.301	-1.917	-2.842	-1.87	-1.15	-1.095
ADSL	-1.912	-1.454	-1.649	-2.575	-1.444	-1.133	-0.657	-0.204	-1.727	-0.392	-0.903	-1.127	-0.567	0.422	0.208	-1.054	-1.137	-1.061	-0.524	-0.904
AEBP1	-1.545	-4.187	-3.122	-1.567	-4.039	-2.584	1.013	-2.867	-2.514	-3.585	-2.296	-2.846	-3.862	-4.065	-4.543	-2.095	-2.374	-4.407	-3.007	-3.684
AEBP2	-3.732	-0.656	-0.091	-0.434	-2.94	0.158	NA	-1.437	-0.808	-0.836	NA	1.743	0.559	-0.31	0.279	-1.772	0.614	0.769	-1.702	-0.222
AEN	-1.376	1.298	-1.688	0.941	-1.144	-1.423	NA	0.491	-0.937	-0.721	-1.7	-0.421	-1.458	-1.635	-0.674	-3.749	-3.078	1.235	-2.304	-1.204
AFAP1	-0.819	-0.768	0.034	-0.32	-1.408	-0.347	-0.776	0.382	-0.672	-2.228	-1.193	-2.116	-1.675	-1.591	-1.635	-1.271	-0.108	-1.806	-1.851	-1.782
AFAP1L1	-1.557	-2.249	-2.12	NA	-2.797	-2.185	-1.612	-1.082	-3.514	-1.86	-3.717	-1.491	-2.9	-2.993	-1.729	-1.227	-3.07	-2.165	-2.702	-2.883
AFF2	2.672	0.634	2.637	4.122	3.132	-0.333	3.049	0.119	NA	0.812	-3.504	0.445	0.333	-0.188	0.101	1.202	-0.01	0.599	1.955	0.44
AFF3	0.674	-1.825	-0.651	-0.769	2.275	3.56	1.601	-1.801	-3.557	-1.147	1.17	-0.132	0.639	0.923	-1.685	0.82	-0.452	0.456	1.182	-0.457
AFF4	0.459	0.493	0.996	-0.681	-0.7	1.001	-4.469	-0.804	-0.159	0.116	-0.113	-0.349	0.832	0.409	0.314	0.323	0.426	1.168	0.796	0.786
AFMID	-1.428	1.233	-5.005	0.469	-0.322	-0.498	7.341	-1.656	-2.457	-0.246	-0.981	-1.313	0.472	-0.077	0.538	-0.156	0.254	0.574	-1.14	-0.365
AFP	-5.384	-4.645	-5.897	-5.789	-5.618	-5.199	-1.135	-4.402	-6.453	-7.264	-6.454	-6.47	-6.046	-6.941	-7.923	-6.635	-4.38	-6.749	-7.227	-6.12
AFTPH	1.728	2.233	2.73	1.18	3.132	1.97	-1.358	2.747	2.918	3.476	2.358	3.047	1.965	3.145	3.362	2.998	2.5	1.577	2.453	2.677
AGA	1.076	1.691	1.115	1.446	0.585	2.68	-0.614	2.05	0.666	2.077	0.521	0.899	4.734	2.368	2.581	2.156	2.011	3.177	3.326	1.982
AGAP1	1.315	0.547	-0.852	0.522	2.128	0.307	-0.163	-0.096	0.266	0.57	0.082	0.992	0.117	0.406	-0.15	1.052	0.957	0.681	0.656	-0.018
AGAP2	-2.521	-4.449	-4.632	NA	-3.318	NA	NA	-4.877	-2.3	-4.313	-3.502	-2.161	-3.748	-3.305	-4.505	-3.203	-8.247	-3.846	-5.004	-3.788
AGBL5	3.48	1.663	0.4	0.47	-0.548	1.498	NA	2.058	-0.421	1.158	0.828	-0.149	2.776	2.254	2.384	1.609	2.258	3.925	1.93	3.023
AGER	-0.075	-0.375	-0.319	-0.564	-0.061	-0.477	NA	-0.255	0.576	0.147	-1.064	-2.212	0.916	-0.453	-0.549	1.151	-0.886	0.035	-0.316	-0.435
AGFG1	-1.265	-0.452	1.803	-0.155	3.178	-0.356	2.288	-5.566	-0.185	1.15	1.868	-0.373	0.53	0.233	-0.239	NA	1.09	-1.175	NA	-0.153
AGGF1	NA	-2.475	-2.545	NA	5.145	2.68	2.542	NA	-0.42	4.422	NA	4.053	1.907	2.38	1.756	4.158	NA	1.116	1.814	1.84
AGL	-0.508	-0.079	-1.579	-2.277	-2.237	-0.84	-0.455	-0.805	-3.77	-1.671	-1.377	-2.023	-0.563	-0.937	-2.111	-0.438	-0.676	0.427	-2.274	-0.288
AGPAT1	1.085	-1.09	-0.8	-2.577	-0.744	-2.363	2.939	-1.652	-7.602	-1.634	-3.195	-2.29	-1.61	-1.547	-2.078	-4.583	-4.159	-1.765	-2.23	-2.444
AGPAT2	0.979	-2.831	0.38	-1.612	1.161	-1.875	2.589	-2.426	-1.597	-0.907	-1.258	-0.513	-0.24	-0.551	-0.172	-1.04	NA	0.031	-0.24	-0.732
AGPAT3	-1.479	-1.409	-2.408	-1.13	-2.568	-2.339	0.377	-1.657	-0.608	-1.217	-1.764	-0.578	-2.088	-1.933	-1.419	-2.983	-2.272	-3.044	-1.629	-1.237
AGPAT5	1.422	-1.205	3.276	0.042	-0.055	1.062	1.806	-4.565	-0.854	-0.966	1.248	-3.106	1.49	1.38	0.53	NA	-0.756	0.202	-0.445	-0.966
AGPS	-1.99	-0.899	-0.598	-0.89	1.737	2.043	NA	1.18	-1.601	0.687	-0.032	1.506	0.223	0.735	-0.261	3.083	1.503	1.337	2.027	0.842
AGR2	0.174	-0.231	0.495	1.465	0.551	0.016	0.642	0.398	0.859	-1.156	-0.782	-0.385	-2.73	-0.911	-2.174	-0.87	-1.413	-2.219	-1.549	-2.546
AGRN	-2.917	-1.807	-1.45	-0.847	-2.087	-1.345	-0.714	-1.329	-1.326	-1.648	-1.949	-1.329	-2.481	-1.538	-1.305	-2.109	-1.899	-2.348	-1.253	-1.606
AGRP	-1.985	-0.17	0.599	1.137	-2.625	-0.009	-0.017	0.718	-2.01	0.32	-0.221	0.813	-0.325	-0.049	0.029	1.285	-1.555	0.104	-3.859	-0.378
AGT	-5.248	-5.719	-5.46	-2.418	-4.033	-3.895	-0.583	-2.846	-4.985	-5.56	-5.159	-3.902	-6.597	-5.091	-5.934	-5.741	-9.383	-5.908	-11.171	-5.759
AGTPBP1	1.859	2.492	2.22	2.409	0.837	2	-1.019	1.031	2.127	1.129	2.159	1.828	1.852	1.311	1.065	1.59	1.831	2.041	1.568	1.955
AGTR1	-3.674	-3.273	-2.876	-3.265	-2.16	-3.122	-1.443	-2.204	-3.149	-2.155	-1.781	-2.934	-3.346	-2.724	-2.227	-2.502	-2.98	-2.924	-2.202	-2.7
AGTRAP	2.784	2.06	2.622	0.318	3.17	0.744	0.199	2.166	1.696	2.367	3.547	2.544	0.129	1.138	2.278	1.529	0.634	1.88	1.978	2.792
AGXT	0.003	0.868	-0.63	0.335	1.237	-0.005	NA	-0.931	1.485	0.211	-0.482	0.223	-1.076	-0.323	-0.358	-0.456	-1.637	0.414	0.277	-0.093
AGXT2	-1.944	-0.878	-1.219	-2.395	-2.474	-2.375	-0.525	-1.765	-1.788	-2.375	-2.658	-1.917	-2.495	-3.211	-3.322	-2.096	-1.96	-2.177	-2.742	-1.944
AHCTF1	-0.46	-1.288	-0.853	-0.111	-0.679	-1.161	-2.066	-1.012	-3.192	-2.792	-1.258	-3.084	-1.496	-3.044	-3.061	-1.47	-5.288	-2.383	-2.7	-1.052
AHCY	1.011	-2.188	-3.38	-3.851	1.843	-0.663	NA	NA	2.972	-1.131	1.183	0.065	1.176	1.371	1.633	NA	NA	-1.252	-0.89	-2.553
AHCYL1	-2.819	-1.809	-1.77	-2.687	-2.408	-3.098	-1.606	-2.102	-1.829	-2.415	-2.756	-1.855	-3.074	-2.86	-2.637	-2.502	-3.108	-3.594	-2.822	-2.034
AHCYL2	1.292	-0.51	-0.89	-1.408	-1.472	-0.91	-0.323	-0.915	-1.751	-0.716	-1.206	-0.162	-1.3	-1.12	-0.669	-0.973	-1.304	-1.079	-1.263	-0.135
AHDC1	-1.893	-1.883	-4.902	-2.57	-1.154	-3.761	-2.24	-1.685	-1.447	-2.506	-3.137	-0.959	-1.826	-3.991	-3.384	-3.152	-2.744	-4.58	-2.037	-1.915
AHI1	-0.997	-1.609	-0.727	0.3	0.306	0.812	NA	1.696	-0.402	0	1.232	1.928	-0.164	-0.183	-0.388	0.357	0.456	-0.888	-2.23	-0.176
AHNAK	0.724	1.477	0.734	0.495	-0.824	0.204	0.599	-0.333	0.219	-0.192	-0.104	0.383	-0.093	0.058	-0.029	-0.554	1.092	-0.454	-0.102	0.477
AHR	-0.807	-2.386	-0.652	-1.598	1.402	-1.566	3.005	-1.823	0.783	-1.591	NA	1.441	-0.663	-0.616	0.249	3.089	-4.846	-1.494	-0.46	-1.704
AHSA1	-3.419	-1.524	-1.633	-3.329	-1.544	-0.612	-1.762	-2.4	-3.101	-1.918	-2.667	-3.211	-2.129	-1.924	-2.743	-3.273	-3.148	-2.455	-3.145	-2.37
AHSG	-5.695	-7.637	-6.069	-5.848	-6.205	-4.5	-3.17	-3.336	-6.493	-5.927	-4.866	-7.099	-5.461	-5.681	-5.919	-6.929	-5.486	-5.011	-5.745	-5.506
AICDA	2.03	0.555	NA	NA	NA	NA	NA	2.491	2.787	0.903	2.251	2.907	1.749	NA	2.709	8.644	NA	1.719	5.349	1.613
AIDA	2.307	2.357	1.697	-0.465	0.243	1.116	0.381	1.136	0.096	-0.121	1.073	-0.639	1.303	0.984	0.507	1.057	1.337	1.144	0.598	1.245
AIF1	4.492	3.698	5.635	4.703	4.961	4.756	0.566	4.532	5.563	4.663	4.829	7.35	4.768	4.984	5.484	4.338	4.512	6.821	4.354	4.603
AIFM1	-1.12	-1.663	-0.4	-0.407	-0.486	-1.022	-0.196	-0.147	-0.761	-0.587	-1.415	-0.176	-1.059	0.239	0.149	-0.859	-0.825	-1.388	-0.726	-0.564
AIFM2	-3.21	-2.426	-4.174	-4.623	0.277	-3.428	1.453	-1.827	-2.661	-1.302	-2.594	-2.767	-2.588	-1.24	-1.07	-2.274	-2.171	-2.647	-2.425	-2.618
AIG1	4.609	-1.684	6.072	NA	5.093	1.547	NA	1.975	NA	1.858	-0.129	3.039	1.512	2.335	3.511	3.052	NA	1.861	0.995	1.664
AIM2	1.806	-0.23	1.545	1.148	3.435	4.443	-2.728	2.603	0.684	4.172	5.779	1.609	4.567	5.512	3.901	4.091	4.684	6.103	6.873	2.46
AIMP1	NA	-0.943	NA	-3.52	NA	2.234	7.88	3.89	10.71	0.418	NA	2.123	5.469	2.192	1.411	5.092	6.111	2.427	5.846	1.15
AIMP2	-3.233	-2.953	-3.338	-3.598	-2.664	-2.865	0.706	-2.482	-2.665	-2.385	-2.911	-2.334	-2.715	-2.068	-1.65	-2.843	-3.512	-3.723	-2.335	-2.48
AIP	0.577	0.661	0.898	0.377	1.068	0.445	-1.884	0.741	1.21	1.341	0.258	1.377	1.051	0.972	1.468	0.306	0.634	0.586	0.792	1.375
AJAP1	-3.819	-3.814	-3.774	-1.499	-2.291	-2.602	0.385	-3.261	-2.743	-3.667	-3.883	-3.431	-4.416	-2.581	-3.17	-3.217	-3.505	-3.291	-3.746	-4.976
AK1	1.166	0.287	-0.26	1.627	-0.872	-0.372	0.28	-1.095	0.106	-1.896	-2.741	-0.12	-1.665	-2.374	-2.756	0.757	-2.968	-2.468	-2.073	-1.979
AK2	-0.894	-1.533	-1.353	-1.721	-0.944	0.303	-0.076	0.322	-0.546	0.276	0.413	-0.303	0.07	0.948	1.185	0.911	-0.034	0.487	0.682	0.312
AK3	-2.316	-1.412	-2.257	-0.526	-1.608	-0.918	-3.113	-1.816	-0.917	-2.182	-1.792	-0.957	-1.987	-1.468	-1.974	-1.894	-2.403	-3.114	-1.761	-1.486
AK4	0.109	-2.352	-1.739	-0.98	-2.194	-1.599	1.23	-0.497	-2.028	-2.27	-1.677	-1.122	-1.714	-1.228	-1.305	-1.251	-1.22	-0.912	-1.884	-1.311
AKAP1	-2.24	0.232	0.524	-2.277	-4.116	-2.789	0.313	-1.709	0.514	-2.372	-2.367	-3.965	-1.019	-0.269	-0.92	-1.062	-0.049	-0.862	-1.334	-1.482
AKAP10	-1.07	2.453	1.007	-4.08	-0.719	-0.171	1.674	0.142	-1.074	-1.248	0.087	-1.914	-0.698	-1.022	-0.514	1.381	-0.694	0.339	-2.486	-0.028
AKAP11	0.997	0.42	2.382	0.498	1.571	3.644	3.833	1.003	2.307	-0.32	3.165	5.529	1.419	1.096	0.87	2.708	2.233	-0.225	0.905	-0.121
AKAP12	-3.397	-2.657	-3.794	NA	-5.881	-0.595	-2.51	-3.202	-4.87	-2.776	-4.353	-1.273	-4.207	-4.123	-3.683	-3.866	-6.345	-3.381	-3.067	-4.452
AKAP13	1.737	2.367	-2.667	-2.432	2.394	1.308	-3.609	2.506	3.011	-0.009	0.487	NA	1.609	-0.944	1.145	10.036	1.549	1.048	4.179	-2.334
AKAP14	-1.754	0.451	-1.437	-0.404	-1.02	0.152	6.689	0.093	0.402	-0.198	NA	0.414	-0.418	-0.083	-0.811	1.727	-0.559	-0.947	0.401	-0.101
AKAP17A	NA	2.734	NA	-1.542	NA	0.406	-1.824	-0.201	-0.46	-1.402	1.39	1.77	0.295	1.243	-1.35	7.082	NA	-0.505	0.623	-0.307
AKAP4	0.506	1.511	1.884	2.029	0.341	1.172	-0.291	-0.865	1.182	1.398	0.528	1.616	0.78	0.968	0.813	2.379	1.057	0.772	1.112	0.536
AKAP6	2.962	1.494	2.924	0.285	1.344	1.845	3.195	0.021	2.154	1.311	0.988	2.093	2.243	1.451	1.357	1.638	0.758	1.279	0.37	2.299
AKAP7	-0.164	-0.629	0.146	1.158	0.489	0.124	-1.004	NA	-0.211	-1.728	-0.259	-1.538	-0.52	-1.478	-2.006	-0.809	1.584	-0.369	0.483	0.416
AKAP8	0.878	0.56	0.633	0.004	-0.35	0.529	-1.633	1.42	1.165	0.724	0.968	1.263	0.949	0.904	1.562	0.408	1.409	0.532	0.748	1.464
AKAP8L	-0.008	-1.652	-1.488	-1.056	-2.127	-0.569	NA	-2.265	0.947	-1.222	-0.872	-1.835	-0.689	-1.42	-1.698	-0.374	-2.622	-0.485	-2.566	-0.864
AKAP9	0.722	NA	-0.61	-2.128	2.471	0.168	NA	0.673	1.234	0.686	NA	-0.288	0.185	0.496	-0.319	NA	-1.12	-0.087	2.514	0.15
