Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
SNCA	-4.08180392156862	0.0188	-2.66111115532295	0.0141390936046445	0.174506013681371	-3.05167983547748
SNCAIP	2.46778431372549	-1.81105	4.56583184142256	0.000145551570210924	0.0309735856350359	1.07088496518719
SNCB	-0.755490196078432	-0.2545	-1.18662688456764	0.247808082109767	0.598353321282397	-5.40057666394644
SNCG	-0.968039215686273	1.3465	-1.30357094917316	0.205619192204034	0.554062191686349	-5.26617581765333
SND1	0.445176470588234	-2.8276	0.887759943387515	0.384103329942423	0.721069817391699	-5.69257058742225
SNED1	0.0302916666666651	-0.631157894736842	0.0543673413054756	0.957146863367704	0.989799851651676	-6.06997560393733
SNF8	0.863470588235293	-0.41705	1.91040150609995	0.06896612958706	0.347343075242661	-4.40805516649289
SNN	0.017952380952379	-0.118882352941176	0.0164290012966966	0.987059930043122	0.996930078651835	-6.06074287635434
SNPH	-0.559133333333333	-1.21327777777778	-1.01851193153045	0.320362536230779	0.66960401600915	-5.5644025513064
SNRK	-1.24354901960784	1.70665	-2.91732282031354	0.00788717922116948	0.132672550853436	-2.53572852773344
SNRNP200	2.43390196078431	-0.84885	2.8048111581099	0.0102133512295834	0.14885138127965	-2.76491264521917
SNRNP27	0.0971764705882356	1.1486	0.210817797830396	0.8349354850239	0.95027548965614	-6.05387484675978
SNRNP35	0.484568627450981	1.27955	1.16259699905999	0.257229921978161	0.60868558937089	-5.42683079114798
SNRNP40	0.0897450980392154	-1.66505	0.270437137948704	0.789300103190945	0.935003388988578	-6.03970290219983
SNRNP48	1.00223529411765	-0.2561	2.05172549990513	0.0520667413627962	0.306344340756974	-4.17422210007739
SNRNP70	1.14143137254902	1.65855	1.91624697892255	0.0681813297576508	0.34559372461944	-4.39861225248711
SNRPA	1.09717647058824	-1.4184	1.78557287629063	0.0877159911748116	0.385253966789638	-4.60475921463548
SNRPA1	0.829176470588235	-0.1402	2.18247570179248	0.0398322331848995	0.272445577628317	-3.94810511309019
SNRPB	0.81913725490196	-1.8314	1.80144554745562	0.0851102026025706	0.380484575903165	-4.58028223938442
SNRPB2	1.74154901960784	0.44765	3.21066344408081	0.00396712691377318	0.100159779800742	-1.92192150864059
SNRPC	1.12762745098039	1.24415	2.20703462335728	0.037847891167138	0.266410096957666	-3.9046449484193
SNRPD1	1.21494117647059	-1.8333	1.55397383974493	0.134206620827274	0.464432173451079	-4.94309231778928
SNRPD2	-0.966882352941176	-2.13585	-1.68592223853085	0.105691891580092	0.419882299165163	-4.7547300647897
SNRPD3	1.63892156862745	1.00375	3.58724459750181	0.00160666144777517	0.0688747116759431	-1.1076532169096
SNRPE	2.12650980392157	-1.5458	3.55549744100087	0.00173512913594123	0.0723842121596375	-1.17716975042036
SNRPF	0.994666666666665	-0.6172	2.40711348763668	0.0247438319468956	0.219001831086426	-3.53977242503455
SNRPN	-0.934196078431373	0.3046	-2.28678288654147	0.0320081814562991	0.244145163383909	-3.76146770402294
SNTA1	0.383019607843137	-0.0041	0.887964886088934	0.383995439544411	0.72098965475956	-5.69239678268956
SNTB1	-0.528583333333332	1.34721052631579	-0.670546720759514	0.509681876093141	0.804033882411945	-5.85083537149321
SNTB2	-0.906999999999999	-1.13495	-1.31251664670391	0.202635883153466	0.550854827990004	-5.25544949456419
SNW1	0.415117647058822	0.33285	0.789067947880929	0.438344804225951	0.760110776239656	-5.77190558448818
SNX1	-0.385520833333333	0.933684210526316	-0.975328466931062	0.340294334367298	0.686798419361736	-5.61028998460122
SNX11	-1.02098039215686	1.1515	-1.35639353792721	0.188488988048357	0.534981685416741	-5.2019411777076
SNX12	-0.363607843137255	0.8316	-0.755074908082714	0.458070235353682	0.77285895113557	-5.79719464587794
SNX13	-0.0806875000000009	2.15305263157895	-0.184279961576664	0.85552891754074	0.957659007945002	-6.05461055007757
SNX14	1.13011764705882	0.7766	1.82597594992402	0.0812146146220263	0.373563583996511	-4.54214323941089
SNX15	-0.555352941176471	-1.33905	-1.14261076336393	0.265266462019562	0.617887220585785	-5.44830667045933
